Symbol;Name;Symbol2;Currency
LESE;Lyxor MSCI EMU ESG Trend Leaders DR UCITS ETF;LESE;EUR
ETLX;L&G Gold Mining UCITS ETF;ETLX;EUR
MTD;Lyxor EuroMTS 7-10Y Investment Grade DR UCITS ETF;LYXD;EUR
10AH;AMUNDI INDEX MSCI WORLD UCITS ETF DR;10AH;EUR
X0BV;Coba ETC -2 x Palladium Daily Short Index;X0BV;EUR
3DEL1;Boost LevDAX 3x Daily ETP;3DEL;EUR
BNQA;Collateralized ETC on Brent Crude Oil;BNQA;EUR
C73;Amundi ETF Govt Bond Euromts Broad Investment Grade 7-10 UCITS ETF;18M0;EUR
X000;Coba ETN 3x HSCEIF Daily Long;X000;EUR
C020;ComStage ETF Nikkei 225 UCITS ETF;C020;EUR
4RUP;ETFS 2X Daily Long Cocoa;4RUP;EUR
ALQD;Xtrackers II USD Asia ex Japan Corporate Bond UCITS ETF;ALQD;EUR
9GAP;ETFS Longer Dated Grains;9GAP;EUR
D5BC;Xtrackers II Germany Government Bond 1-3 UCITS ETF;D5BC;EUR
X04F;Coba ETN 2x DJIAF Daily Long;X04F;EUR
REQR;Invesco RBIS Equal Risk Equity Europe UCITS ETF;REQR;EUR
UIM3;UBS ETF FTSE 100 UCITS ETF;UIM3;EUR
B4N8;Collateralized EUR Hedged RICI Enhanced Tin TR Index ETC;B4N8;EUR
EL40;Deka MSCI Emerging Markets UCITS ETF;EL40;EUR
EXSC;iShares STOXX Europe Large 200 UCITS ETF DE;EXSC;EUR
H4ZD;HSBC MSCI USA UCITS ETF;H4ZD;EUR
UES3;ETFS 3x Daily Short EURO STOXX 50;UES3;EUR
DXS1;Xtrackers II GBP Overnight Rate Swap UCITS ETF;DXS1;EUR
DX2D;Xtrackers LPX Private Equity Swap UCITS ETF;DX2D;EUR
EXHC;iShares eb.rexx Government Germany 2.5-5.5yr UCITS;EXHC;EUR
DX2X;Xtrackers Stoxx Europe 600 UCITS ETF;DX2X;EUR
XYLE;Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF;XYLE;EUR
M9SA;Market Access Rogers International Commodity Index UCITS ETF;M9SA;EUR
FUSA;Fidelity US Quality Income UCITS ETF;FUSA;EUR
TIUP;Lyxor Core US TIPS DR UCITS ETF;TIUP;EUR
EXSG;iShares EURO STOXX Select Dividend 30 UCITS ETF DE;EXSG;EUR
DBXS;Xtrackers Switzerland UCITS ETF;DBXS;EUR
C010;ComStage ETF Dow Jones Industrial Average TM UCITS ETF;C010;EUR
XHY1;Xtrackers II EUR High Yield Corporate Bond 1-3 Swap UCITS ETF;XHY1;EUR
MDBA;UBS ETF - Sustainable Development Bank Bonds UCITS ETF;MDBA;EUR
XBJG;ETFS Long INR Short USD;XBJG;EUR
XBAN;Xtrackers MSCI Bangladesh Swap UCITS ETF;XBAN;EUR
ETSYDEUR;UBS ETF-Factor MSCI EMU Total Shareholder Yield UCITS ETF;UIM8;EUR
UEF0;UBS ETF - Bloomberg Barclays US Liquid Corporates UCITS ETF;UEF0;EUR
UBU9;UBS Irl ETF plc - S&P 500 UCITS ETF;UBU9;EUR
4RTF;ETFS 1X Daily Short Silver;4RTF;EUR
SELT;Lyxor STOXX Europe Select Dividend 30 UCITS ETF;SELD;EUR
BNQ7;Collateralized ETC on RICI Enhanced BRENT TR Index;BNQ7;USD
XDWH;Xtrackers MSCI World Health Care UCITS ETF;XDWH;EUR
FTGG;First Trust Germany AlphaDEX UCITS ETF;FTGG;EUR
4RT3;ETFS 2X Daily Long Copper;4RT3;EUR
XDNY;Xtrackers JPX-Nikkei 400 UCITS ETF;XDNY;EUR
X505;ComStage ETF iBoxx Liquid Sovereigns Diversified 7-10 TR UCITS ETF;X505;EUR
MMS;Lyxor MSCI EMU Small Cap DR UCITS ETF;LGWU;EUR
PJSR;PIMCO Euro Short Maturity Source UCITS ETF;PJSR;EUR
USPY;L&G Cyber Security UCITS ETF;USPY;EUR
ELFD;Deka Eurozone Rendite Plus 1-10 UCITS ETF;ELFD;EUR
9GA7;ETFS 1X Daily Short Wti Crude Oil;9GA7;EUR
XMGD;Xtrackers Morningstar Global Quality Dividend UCITS ETF;XMGD;EUR
EXHA;iShares eb.rexx Government Germany UCITS ETF DE;EXHA;EUR
XBAK;Xtrackers MSCI Pakistan Swap UCITS ETF;XBAK;EUR
C067;ComStage ETF STOXX Europe 600 Food & Beverage NR UCITS ETF;C067;EUR
EL4H;Deka MSCI Europe LC UCITS ETF;EL4H;EUR
USRI;Amundi Index MSCI USA SRI UCITS ETF DR;GNAR;EUR
XPQP;Xtrackers MSCI Philippines UCITS ETF;XPQP;EUR
DXSH;Xtrackers Stoxx Europe 600 Technology Swap UCITS ETF;DXSH;EUR
OD7V;ETFS All Commodities;OD7V;EUR
CAPE;Ossiam Shiller Barclays Cape Europe Sector Value TR;EUPE;EUR
OD7Z;ETFS Industrial Metals;OD7Z;EUR
CE8;Amundi MSCI World EX Europe;CE8G;EUR
UBUS;UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF;UBUS;EUR
XMKA;Xtrackers MSCI Africa TOP 50 Swap UCITS ETF;XMKA;EUR
X0C4;Coba ETC -2x Brent Oil Daily Short;X0C4;EUR
STAW;Lyxor MSCI World Consumer Staples TR UCITS ETF;LYPB;EUR
X0C5;Coba ETC 1x Natural Gas Daily Long;X0C5;EUR
X00H;Coba ETN -4x DAXF Daily Short;X00H;EUR
UEFS;UBS ETF - Bloomberg Barclays USD Emerging Markets Sovereign UCITS ETF;UEFS;EUR
DBXE;Xtrackers Euro Stoxx 50 UCITS ETF;DBXE;EUR
9GAK;ETFS Longer Dated Industrial Metals;9GAK;EUR
ECN;BNP Paribas Easy Low Carbon 100 Europe UCITS ETF;LCEU;EUR
CEUG;Amundi Msci Europe UCITS ETF;CEUG;EUR
H4ZQ;HSBC MSCI South Africa Capped UCITS ETF;H4ZQ;EUR
X0DC;Coba ETC 4x Copper Daily Long;X0DC;EUR
DBPD;Xtrackers ShortDAX x2 Daily Swap UCITS ETF;DBPD;EUR
XDWS;Xtrackers MSCI World Consumer Staples UCITS ETF;XDWS;EUR
SJPL;ETFS Short JPY Long EUR;SJPL;EUR
UBUR;UBS Irl ETF plc - Factor MSCI USA Low Volatility UCITS ETF;UBUR;EUR
USBS;ETFS Bullish USD vs Commodity Currency Basket Securities;USBS;EUR
EXXX;iShares ATX UCITS DE;EXXX;EUR
XY4P;Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF;XY4P;EUR
PR1Z;AMUNDI PRIME EUROZONE UCITS ETF DR;PR1Z;EUR
X001;Coba ETC 1x Gold Daily Long;X001;EUR
PR1W;AMUNDI PRIME GLOBAL UCITS ETF DR;PR1W;EUR
CT5;Amundi ETF MSCI Europe Communi;540C;EUR
X04V;Coba ETN 1x HSIF Daily Long;X04V;EUR
EVOE;BNP PARIBAS EASY Equity Low Vol Europe UCITS ETF;VLEU;EUR
EXH9;iShares STOXX Europe 600 Utilities UCITS ETF DE;EXH9;EUR
XG7S;Xtrackers II Global Government Bond UCITS ETF;XG7S;EUR
MTB1;Lyxor EuroMTS 3-5Y INVESTMENT GRADE DR UCITS ETF;LYQ3;EUR
X04Y;Coba ETN -2x HSIF Daily Short;X04Y;EUR
AEEM;Amundi Msci Emerging Markets UCITS ETF;AMEM;EUR
TUR;Lyxor MSCI Turkey UCITS ETF;LTUR;EUR
XGN5;Xtrackers II Germany Government Bond 3-5 Swap UCITS ETF;XGN5;EUR
X014;ComStage ETF MSCI Pacific TRN UCITS ETF;X014;EUR
XDNE;Xtrackers JPX-Nikkei 400 UCITS ETF;XDNE;EUR
X0BL;Coba ETC -1 x Platinum Daily Short Index;X0BL;EUR
EXV9;iShares STOXX Europe 600 Travel & Leisure UCITS ETF DE;EXV9;EUR
3BFS;Boost Brent Oil 3x Short Daily ETP;3BFS;EUR
FRCJ;UBS ETF - MSCI Japan Socially Responsible UCITS ETF;FRCJ;EUR
PAF;Lyxor Pan Africa UCITS ETF;LGQM;EUR
ROAI;Lyxor Robotics & AI UCITS ETF;ROAI;EUR
C002;ComStage ETF FR DAX UCITS ETF;C002;EUR
B4N3;Heating Oil ETC von BNPP B.V.;B4N3;EUR
VZLC;ETFS Physical Silver;VZLC;EUR
4RT8;ETFS 2X Daily Long Gold;4RT8;EUR
H4ZI;HSBC MSCI EM FAR EAST UCITS ETF;H4ZI;EUR
DBX6;Xtrackers MSCI Brazil UCITS ETF;DBX6;EUR
9GAQ;ETFS Longer Dated Natural Gas;9GAQ;EUR
B4N6;Collateralized EUR Hedged RICI Enhanced Nickel TR Index ETC;B4N6;EUR
X0CS;Coba ETN 10x BUNDF Daily Long;X0CS;EUR
UIM4;UBS ETF MSCI EMU UCITS ETF;UIM4;EUR
OSX6;OSSIAM Stoxx Europe 600 Equal Weight NR;OSX6;EUR
OSX4;OSSIAM ETF EUROPE MINIMUM VARIANCE NR;OSX4;EUR
EESM;BNP Paribas Easy - MSCI Europe Small Caps ex Controversial Weapons UCITS ETF;EESM;EUR
CHM;Lyxor STOXX Europe 600 Chemicals UCITS ETF;LCHM;EUR
SMRE;Amundi Index Solutions-Amundi Europe Equity Multi Smart Allocation Scientific Be;SMRE;EUR
UKEUBH;UBS ETF - MSCI United Kingdom hedged to EUR UCITS ETF;UEF3;EUR
HDEU;Invesco EURO STOXX High Dividend Low Volatility UCITS ETF;EHDV;EUR
X0E1;Coba ETC 1x Gasoil Daily Long Index;X0E1;EUR
0LJI;Boost EURO STOXX Banks 3x Leverage Daily ETP;0LJI;EUR
4RUH;ETFS 2X Daily Long Sugar;4RUH;EUR
C13;Amundi ETF Govt Bond Euromts Broad Investment Grade 1-3 UCITS ETF;18MX;EUR
HLTW;Lyxor MSCI World Health Care TR UCITS ETF;LYPE;EUR
DBXZ;Xtrackers FTSE All-Share UCITS ETF;DBXZ;EUR
H4ZV;HSBC MSCI MALAYSIA UCITS ETF;H4ZV;EUR
BNQL;Collateralized ETC on Palladium;BNQL;EUR
C540;ComStage ETF iBOXX Germany Covered Capped Overall TR UCITS ETF;C540;EUR
EL4L;Deka iBoxx EUR Liquid SOV DIV 1-3 UCITS ETF;EL4L;EUR
DSB;Lyxor Bund Daily -2x Inverse UCITS ETF;LYQK;EUR
X1G;Amundi Index Solutions-Amundi Govt Bond Lowest Rated Euromts Investment Grade;KX1G;EUR
00XP;ETFS EUR Daily Hedged Natural Gas;00XP;EUR
XBCD;Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF;XBCD;EUR
EMQQ1;EMQQ Emerging Markets Internet & Ecommerce UCITS ETF;EMQQ;EUR
DX2K;Xtrackers FTSE 100 Short Daily Swap UCITS ETF;DX2K;EUR
WTDQ;Wisdomtree EUR Aggregate Bond Enhanced Yield UCITS ETF;WTDQ;EUR
XUTE;Xtrackers II US Treasuries UCITS ETF;XUTE;EUR
WTEH;Wisdomtree Enhanced Commodity UCITS ETF;WTEH;EUR
PCFH;Boost Silver 3x Leverage Daily ETP;PCFH;EUR
EXH4;iShares STOXX Europe 600 Industrial Goods & Services UCITS ETF DE;EXH4;EUR
XBAT;Xtrackers II Eurozone AAA Government Bond Swap UCITS ETF;XBAT;EUR
X0CV;Coba ETN -10x BUNDF Daily Short;X0CV;EUR
CW8;Amundi Msci World ETF;AMEW;EUR
PHG;Lyxor STOXX Europe 600 Personal & Household Goods UCITS ETF;LPHG;EUR
X0CC;Coba ETN -1x HSCEIF Daily Short;X0CC;EUR
F701;ComStage Vermoegensstrategie UCITS ETF;F701;EUR
H4ZG;HSBC MSCI BRAZIL UCITS ETF;H4ZG;EUR
X0BU;Coba ETC -1 x Palladium Daily Short Index;X0BU;EUR
HCOE;L&G LOIM Global Government Bond Fundamental UCITS ETF;HCOE;EUR
EXHE;iShares Pfandbriefe UCITS ETF DE;EXHE;EUR
ECBD;UC Thomson Reuters Balanced European Convertible Bond UCITS ETF;ECBD;EUR
5CHE;ETFS 5x Short CHF Long EUR;5CHE;EUR
X0C6;Coba ETC 2x Natural Gas Daily Long;X0C6;EUR
DXSG;Xtrackers Stoxx Europe 600 Telecommunications Swap UCITS ETF;DXSG;EUR
UIMD;UBS ETF MSCI Pacific ex Japan UCITS ETF;UIMD;EUR
DBXC;Xtrackers II Eurozone Government Bond 10-15 UCITS ETF;DBXC;EUR
ACWI;Multi Units Luxembourg-Lyxor Msci All Country World Ucits Etf;LYY0;EUR
PCFC;Boost EURO STOXX 50 3x Short Daily ETP;PCFC;EUR
JPSRE;UBS ETF - MSCI Japan Socially Responsible UCITS ETF;U1FB;EUR
LOVG;BNP Paribas Easy-Equity Low Vol Germany;LOVG;EUR
INS;Lyxor STOXX Europe 600 Insurance UCITS ETF;LIRU;EUR
OD7D;ETFS Corn;OD7D;EUR
LEM;Lyxor MSCI Emerging Markets UCITS ETF;LYM7;EUR
LCUK;Lyxor Core Morningstar UK NT DR UCITS ETF;LCUK;EUR
C001;ComStage ETF DAX TR UCITS ETF;C001;EUR
C075;ComStage ETF STOXX Europe 600 Retail NR UCITS ETF;C075;EUR
MTI;Lyxor EuroMTS Inflation Linked Investment Grade DR UCITS ETF;LYQ7;EUR
BNQH;Collateralized ETC on RICI Enhanced Heating Oil Crude Oil TR Index;BNQH;EUR
C5S2;Amundi ETF Short Euro Stoxx 50 Daily UCITS ETF;18MS;EUR
EL4A;Deka DAX UCITS ETF;EL4A;EUR
C33;Amundi ETF Govt Bond Euromts Broad Investment Grade 3-5 UCITS ETF;18MY;EUR
EXS2;iShares TecDAX UCITS ETF DE;EXS2;EUR
X00R;Coba ETN 1x TECDAXF Daily Long;X00R;EUR
X0CG;Coba ETN -3x SX5EF Daily Short;X0CG;EUR
H4ZK;HSBC MSCI TURKEY UCITS ETF;H4ZK;EUR
X0BF;Coba ETC -3x Cocoa Daily Short;X0BF;EUR
ETLQ;L&G Global Equity UCITS ETF;ETLQ;EUR
MTE;Lyxor EuroMTS 10-15Y Investment Grade DR UCITS ETF;LYQ6;EUR
9GA9;ETFS 1X Daily Short Gold;9GA9;EUR
XRS2;Xtrackers Russell 2000 UCITS ETF;XRS2;EUR
BRE;Lyxor STOXX Europe 600 Basic Resources UCITS ETF;LBRE;EUR
M9SV;Market Access STOXX China A Minimum Variance Index UCITS ETF;M9SV;EUR
B4NW;BNP Paribas EUR Hedged Palladium ETC;B4NW;EUR
00XT;ETFS EUR Daily Hedged Brent Crude;00XT;EUR
C065;ComStage ETF STOXX Europe 600 Construction & Materials NR UCITS ETF;C065;EUR
8522;ComStage ETF iBoxx Sovereigns Germany Capped 5-10 TR UCITS ETF;8522;EUR
EL4X;Deka DAXplus Maximum Dividend UCITS ETF;EL4X;EUR
4RUB;ETFS 2X Daily Long Live Cattle;4RUB;EUR
5X63;ComStage ETF Commerzbank Bund-Future Double Short TR UCITS ETF;5X63;EUR
DBXG;Xtrackers II Eurozone Government Bond 25+ UCITS ETF;DBXG;EUR
CSH1;Lyxor Euro Overnight Return UCITS ETF;L8I3;EUR
X504;ComStage ETF iBoxx Liquid Sovereigns Diversified 5-7 TR UCITS ETF;X504;EUR
AH50;Xtrackers Harvest FTSE China A-H 50 UCITS ETF;AH50;EUR
DX2J;Xtrackers MSCI Europe Small Cap UCITS ETF;DX2J;EUR
ETLE;L&G Longer Dated All Commodities ex-Agriculture and Livestock UCITS ETF;ETLE;EUR
BNQJ;Collateralized ETC on Gold;BNQJ;EUR
ETLS;L&G US Equity UCITS ETF;ETLS;EUR
WLD;Lyxor MSCI World UCITS ETF;LYYA;EUR
BNQN;Collateralized ETC on RICI Enhanced ALUMINIUM TR Index;BNQN;EUR
H4ZF;HSBC S&P 500 UCITS ETF;H4ZF;EUR
X0CN;Coba ETC 4x Silver Daily Long;X0CN;EUR
C5E;Amundi ETF Stoxx Europe 50 UCITS ETF;AE50;EUR
VLUU;BNP PARIBAS EASY Equity Low Vol US UCITS ETF;VLUU;USD
X04C;Coba ETN -1x SX5EF Daily Short;X04C;EUR
ZPRB;SPDR MSCI EM Beyond BRIC UCITS ETF;ZPRB;EUR
XESQ;Xtrackers Eurozone Government Bond Quality Weighted UCITS ETF;XESQ;EUR
OD7I;ETFS Heating Oil;OD7I;EUR
UIQK;UBS ETFs plc - CMCI Composite SF UCITS ETF;UIQK;EUR
XCS5;Xtrackers MSCI India Swap UCITS ETF;XCS5;EUR
UIMZ;UBS ETF-Factor MSCI EMU Prime Value UCITS ETF;UIMZ;EUR
9GA3;ETFS 1X Daily Short Coffee;9GA3;EUR
SRIE;BNP Paribas Easy MSCI Europe SRI UCITS ETF;ZSRI;EUR
C069;ComStage ETF STOXX Europe 600 Industrial Goods & Services NR UCITS ETF;C069;EUR
C051;ComStage ETF EURO STOXX Select Dividend 30 NR UCITS ETF;C051;EUR
X04J;Coba ETN 2x SPXF Daily Long;X04J;EUR
0LJH;Boost Short USD Long EUR 5x Daily ETP;0LJH;EUR
FRNU;Amundi Floating Rate USD Corporate UCITS ETF;FRNU;EUR
C6E;Amundi Index Solutions-Amundi Stoxx Europe 600;AME6;EUR
FRC3;UBS ETF - Bloomberg Barclays Euro Inflation Linked 1-10 UCITS ETF;FRC3;EUR
WTEI;WisdomTree Emerging Markets Equity Income UCITS ETF;WTEI;EUR
EL4Q;Deka iBoxx EUR Liquid SOV DIV 10+ UCITS ETF;EL4Q;EUR
4RUA;ETFS 2X Daily Long Lean Hogs;4RUA;EUR
EMMV;OSSIAM ETF EMERGING MARKETS MINIMUM VARIANCE;OSX9;EUR
X0CK;Coba ETC -3x Gold Daily Short;X0CK;EUR
CD40;ComStage ETF CAC 40 UCITS ETF;CD40;EUR
OD7H;ETFS Gold;OD7H;EUR
E907;ComStage 1 MDAX UCITS ETF;E907;EUR
9GAM;ETFS Longer Dated Softs;9GAM;EUR
EL4D;Deka STOXX Europe Strong Value 20 UCITS ETF;EL4D;EUR
OD7B;ETFS Coffee;OD7B;EUR
XHYA;Xtrackers II EUR High Yield Corporate Bond UCITS ETF;XHYA;EUR
XDWM;Xtrackers MSCI World Materials UCITS ETF;XDWM;EUR
H4ZP;HSBC MSCI CHINA UCITS ETF;H4ZP;EUR
EL4J;Deka MSCI Japan LC UCITS ETF;EL4J;EUR
UEFZ;UBS-ETF SBI Foreign AAA-BBB 5-10 UCITS ETF;UEFZ;EUR
FTGU;First Trust US Large Cap Core AlphaDEX UCITS ETF;FTGU;EUR
10AK;AMUNDI INDEX JP MORGAN GBI GLOBAL GOVIES UCITS ETF DR;10AK;EUR
X0B9;Coba ETC 1x Cocoa Daily Long;X0B9;EUR
PPP;ComStage ETF PSI 20 UCITS ETF;CD47;EUR
UIMM;UBS ETF-MSCI World Socially Responsible UCITS ETF;UIMM;EUR
B4N2;Gasoline Benzin ETC von;B4N2;EUR
X0CF;Coba ETN 4x SX5EF Daily Long;X0CF;EUR
EXX2;iShares EURO STOXX Telecommunications 30-15 UCITS ETF DE;EXX2;EUR
WTD7;WisdomTree Europe SmallCap Dividend UCITS ETF;WTD7;EUR
UIM7;UBS ETF MSCI World UCITS ETF;UIM7;EUR
SRIJ;BNP Paribas Easy MSCI Japan SRI UCITS ETF;JSRI;EUR
MKTN;Amundi ETF iSTOXX Europe Multi-Factor Market Neutral UCITS ETF;SMRN;EUR
DBX1;Xtrackers MSCI Emerging Markets Swap UCITS ETF;DBX1;EUR
XBO2;Xtrackers II Italy Government Bond 0-1 UCITS ETF;XBO2;EUR
X0D9;Coba ETC 1x Copper Daily Long;X0D9;EUR
X049;Coba ETN -10x SCHATZF Daily Short;X049;EUR
E573;ComStage CBK US-Treasury Bond Future Double Short UCITS ETF;E573;EUR
4RT7;ETFS 2X Daily Long Gasoline;4RT7;EUR
00XM;ETFS EUR Daily Hedged WTI Crude Oil;00XM;EUR
IROB;L&G ROBO Global Robotics and Automation UCITS ETF;IROB;EUR
XAD5;Xtrackers Physical Gold ETC EUR;XAD5;EUR
H4Z9;HSBC MSCI KOREA UCITS ETF;H4Z9;EUR
FIN;Lyxor STOXX Europe 600 Financial Services UCITS ETF;LFIN;EUR
UBUU;UBS Irl ETF plc - Factor MSCI USA Total Shareholder Yield UCITS ETF;UBUU;EUR
UEFL;UBS ETF-Markit iBoxx EURO Germany 1-3 UCITS ETF;UEFL;EUR
C030;ComStage Dow Jones Switzerland Titans 30 UCITS ETF;C030;EUR
EXV6;iShares STOXX Europe 600 Basic Resources UCITS ETF DE;EXV6;EUR
FGEQ;Fidelity Global Quality Income UCITS ETF;FGEQ;EUR
EXXW;iShares Dow Jones Asia Pacific Select Dividend 3 UCITS DE;EXXW;EUR
AHYE;Amundi Index Solutions-Amundi Euro High Yield Liquid Bond Iboxx;AHYE;EUR
SEAC;UBS ETF-MSCI World Socially Responsible UCITS ETF;SEAC;EUR
DX2S;Xtrackers S&P ASX 200 UCITS ETF;DX2S;EUR
MUAT;Lyxor FTSE EPRA/NAREIT United States UCITS ETF;LYEU;EUR
X0D8;Coba ETC -4x Natural Gas Daily Short;X0D8;EUR
DBXJ;Xtrackers MSCI Japan UCITS ETF;DBXJ;EUR
C062;ComStage ETF STOXX Europe 600 Banks NR UCITS ETF;C062;EUR
0LJJ;Boost EURO STOXX Banks 3x Short Daily ETP;0LJJ;EUR
EFQ2;Deka Deutsche Borse EUROGOV France UCITS ETF;EFQ2;EUR
CRN;Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Energy TR UCITS ETF;LCTR;EUR
H4ZC;HSBC MSCI JAPAN UCITS ETF;H4ZC;EUR
X00I;Coba ETN 1x MDAXF Daily Long;X00I;EUR
VAGE;Vanguard Global Aggregate Bond UCITS ETF;VAGE;EUR
CCNV;UC AXI Global CoCo Bonds UCITS ETF;CCNV;EUR
CST;Lyxor STOXX Europe 600 Construction & Materials UCITS ETF;LCST;EUR
BYBE;Amundi S&P 500 Buyback UCITS ETF;B500;EUR
00XJ;ETFS EUR Daily Hedged Agriculture;00XJ;EUR
X006;Coba ETC 2x Silver Daily Long;X006;EUR
EXVM;iShares eb.rexx Government Germany 0-1yr UCITS ETF DE;EXVM;EUR
GSCE;BNP Paribas Easy Energy & Metals Enhanced Roll/ETF;GSDE;EUR
UETE;UBS ETF - MSCI Emerging Markets Socially Responsible UCITS ETF;UETE;EUR
SMLC;CSOP Source FTSE China A50 UCITS ETF;SMLC;EUR
EXS1;iShares Core DAX UCITS ETF DE;EXS1;EUR
UBUN;UBS Irl ETF plc - MSCI EMU Cyclical UCITS ETF;UBUN;EUR
GBSE1;ETFS EUR Daily Hedged Physical Gold;GBSE;EUR
UIQI;UBS ETFs plc - MSCI AC Asia ex Japan SF UCITS ETF;UIQI;EUR
F750;ComStage Alpha Dividende Plus UCITS ETF;F750;EUR
EXXU;iShares Dow Jones China Offshore 50 UCITS DE;EXXU;EUR
B4N7;Collateralized EUR Hedged RICI Enhanced Zinc TR Index ETC;B4N7;EUR
VZLD;ETFS Physical Gold;VZLD;EUR
CU1;Amundi ETF MSCI UK UCITS ETF;540K;EUR
UEFE;UBS ETF - JP Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF;UEFE;EUR
UIQL;UBS ETF Bloomberg Barclays EUR High Quality Liquid Assets 1-5 Bond UCITS ETF;UIQL;EUR
0LJC;Boost WTI Oil ETC;0LJC;EUR
10AJ;AMUNDI INDEX FTSE EPRA NAREIT GLOBAL UCITS ETF DR;10AJ;EUR
DBPE;Xtrackers LevDAX Daily Swap UCITS ETF;DBPE;EUR
H4ZA;HSBC EURO STOXX 50 UCITS ETF;H4ZA;EUR
F751;ComStage Alpha Deutschland Dividende Plus UCITS ETF;F751;EUR
X507;ComStage ETF iBoxx Liquid Sovereigns Diversified 10-15 TR UCITS ETF;X507;EUR
XHYG;Xtrackers II EUR High Yield Corporate Bond UCITS ETF;XHYG;EUR
EL4C;Deka STOXX Europe Strong Growth 20 UCITS ETF;EL4C;EUR
XGIU;Xtrackers II Global Inflation-Linked Bond UCITS ETF;XGIU;EUR
X0D1;Coba ETC 3x Brent Oil Daily Long;X0D1;EUR
CN1;Amundi Index Solutions-Amundi Msci Nordic;CN1G;EUR
0LJG;Boost Long USD Short EUR 5x Daily ETP;0LJG;EUR
4RUC;ETFS 2X Daily Long Natural Gas;4RUC;EUR
X0D7;Coba ETC -3x Natural Gas Daily Short;X0D7;EUR
X0BH;Coba ETC 1 x Platinum Daily Long Index;X0BH;EUR
C053;ComStage ETF EURO STOXX 50 Daily Leverage UCITS ETF;C053;EUR
C006;ComStage ETF FAZ Index UCITS ETF;C006;EUR
DXSI;Xtrackers Stoxx Europe 600 Utilities Swap UCITS ETF;DXSI;EUR
H41K;HSBC MSCI China A Inclusion UCITS ETF;H41K;EUR
SHEME;UBS ETF - J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF;SEAB;EUR
C078;ComStage ETF STOXX Europe 600 Travel & Leisure NR UCITS ETF;C078;EUR
OD7N;ETFS Silver;OD7N;EUR
LVO1;Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF;VOOL;EUR
XUTC;Xtrackers MSCI USA Information Technology UCITS ETF;XUTC;EUR
FOO;Lyxor STOXX Europe 600 Food & Beverage UCITS ETF;LFOD;EUR
H4ZU;HSBC MSCI Taiwan Capped UCITS ETF;H4ZU;EUR
STXH;Lyxor Core STOXX Europe 600 DR;STXH;EUR
X0CE;Coba ETN 3x SX5EF Daily Long;X0CE;EUR
XAIN;Xtrackers MSCI Indonesia Swap UCITS ETF;XAIN;EUR
OESB;ETFS WTI 2mth Oil Securities;OESB;EUR
UEF6;UBS ETF - Bloomberg Barclays Euro Area Liquid Corporates 1-5 Year UCITS ETF;UEF6;EUR
CCXAE;UBS ETFs plc - CMCI ex-Agriculture SF UCITS ETF;UIQ1;EUR
XD5E;Xtrackers MSCI EMU UCITS ETF;XD5E;EUR
ELFW;Deka MSCI World UCITS ETF;ELFW;EUR
DXSQ;Xtrackers II iTraxx Europe Swap UCITS ETF;DXSQ;EUR
JPN;Lyxor Japan TOPIX DR UCITS ETF;LYY4;EUR
DSD;Lyxor Daily ShortDAX x2 UCITS ETF;LYQL;EUR
C3M;Amundi ETF Govies 0-6 Months Euromts Investment Grade UCITF ETF;18M1;EUR
ES5R;Europe SectorTrend UCITS ETF - R;ES5R;EUR
MDBU;UBS ETF - Sustainable Development Bank Bonds UCITS ETF;MDBU;EUR
SCHE;ETFS Short CHF Long EUR;SCHE;EUR
XDJP;Xtrackers Nikkei 225 UCITS ETF;XDJP;EUR
WTDS;WisdomTree EUR Government Bond Enhanced Yield UCITS ETF;WTDS;EUR
VWRL;Vanguard FTSE All-World UCITS ETF;VGWL;EUR
BATE;L&G Battery Value-Chain UCITS ETF;BATE;EUR
C076;ComStage ETF STOXX Europe 600 Technology NR UCITS ETF;C076;EUR
X0B8;Coba ETC -4x WTI Oil Daily Short;X0B8;EUR
OSXC;OSSIAM RISK WEIGHTED ENHANCED COMMODITY EX GRAINS TR UCITS ETF;OSXC;EUR
C073;ComStage ETF STOXX Europe 600 Personal & Household Goods NR UCITS ETF;C073;EUR
X0CI;Coba ETC 3x Gold Daily Long;X0CI;EUR
X0DI;Coba ETN 4x DJIAF Daily Long;X0DI;EUR
XDWI;Xtrackers MSCI World Industrials UCITS ETF;XDWI;EUR
8530;ComStage ETF iBoxx Sovereigns Inflation-Linked Euro-Inflation TR UCITS ETF;8530;EUR
XDEM;Xtrackers MSCI World Momentum UCITS ETF;XDEM;EUR
EL4T;Deka DB EUROGOV Germany 3-5 UCITS ETF;EL4T;EUR
X00B;Coba ETN 2x DAXF Daily Long;X00B;EUR
B4N1;Gasoil Diesel ETC von BNPP;B4N1;EUR
XMOV;Xtrackers Future Mobility UCITS ETF;XMOV;EUR
VLUD;BNP PARIBAS EASY Equity Low Vol US UCITS ETF;VLUD;EUR
