Symbol;Name;Symbol2;Currency
CSBGE0;iShares EUR Govt Bond 7-10yr UCITS ETF EUR Acc;CBE0;EUR
N400;Invesco JPX-Nikkei 400 UCITS ETF;N400;USD
XLVS;Invesco Health Care S&P US Select Sector UCITS ETF;XLVS;USD
FRUC;Franklin Liberty USD Investment Grade Corporate Bond UCITS ETF;FRUC;GBP
IHYG;iShares EUR High Yield Corp Bond UCITS ETF;IHYG;EUR
GLTA;Invesco UK Gilts UCITS ETF;GLTA;GBP
EQGB;Invesco EQQQ Nasdaq-100 UCITS ETF;EQGB;GBP
FRGE;Franklin LibertyQ Global Equity SRI UCITS ETF;FRGE;USD
PRFD;Invesco Preferred Shares UCITS ETF;PRFD;USD
IWFM;iShares Edge MSCI World Momentum Factor UCITS ETF USD Acc;IWFM;GBP
IESZ;iShares Edge MSCI Europe Size Factor UCITS ETF EUR Acc;IESZ;EUR
IFSE;iShares Edge MSCI Europe Multifactor UCITS ETF;IFSE;EUR
IGLA;iShares Global Govt Bond UCITS ETF;IGLA;USD
GLAG;SPDR Bloomberg Barclays Global Aggregate Bond UCITS ETF;GLAG;USD
CS51;iShares Core EURO STOXX 50 UCITS ETF EUR Acc;CS51;GBP
MIDD;iShares FTSE 250 UCITS ETF GBP Dist;MIDD;GBP
IEEM;iShares MSCI EM UCITS ETF USD Dist;IDEM;USD
ERNE;iShares EUR Ultrashort Bond UCITS ETF;ERNE;EUR
IEFS;iShares Edge MSCI Europe Size Factor UCITS ETF EUR Acc;IEFS;GBP
EFIS;Invesco Goldman Sachs Equity Factor Index World UCITS ETF;EFIS;GBP
INRG;iShares Global Clean Energy UCITS ETF USD Dist;INRG;GBP
IE15;iShares EUR Corp Bond 1-5yr UCITS ETF EUR Dist;IE15;EUR
EEJD;iShares MSCI Japan ESG Enhanced UCITS ETF;EEJD;USD
SEAG;iShares EUR Aggregate Bond UCITS ETF EUR Dist;SEAG;GBP
SYBV;SPDR Bloomberg Barclays 10+ Year Euro Government Bond UCITS ETF;LGOV;EUR
SUSD;SPDR Bloomberg Barclays 0-3 Year U.S. Corporate Bond UCITS ETF;SUSD;GBP
PQVM;Invesco S&P 500 QVM UCITS ETF;PQVM;USD
IDIN;iShares Global Infrastructure UCITS ETF USD Dist;IDIN;USD
PSWU;Invesco Dynamic US Market UCITS ETF;PSWU;USD
ICOV;iShares EUR Covered Bond UCITS ETF EUR Dist;ICOV;EUR
MLPD;Invesco Markets plc - Invesco Morningstar US Energy Infrastructure MLP UCITS ETF;MLPD;USD
J13U;JPMorgan Betabuilders US Treasury Bond 1-3 YR UCITS ETF;J13U;GBP
SUOE;iShares EUR Corp Bond ESG UCITS ETF;SUOE;EUR
IBTE;iShares USD Treasury Bond 1-3yr UCITS ETF;IBTE;EUR
CU71;iShares USD Treasury Bond 3-7yr UCITS ETF;CU71;GBP
CES1;iShares MSCI EMU Small Cap UCITS ETF;CES1;GBP
JPST;JPMorgan USD Ultra-Short Income UCITS ETF;JPST;USD
COMM;iShares Diversified Commodity Swap UCITS ETF;COMM;GBP
SYB7;SPDR Bloomberg Barclays 7-10 Year Euro Government Bond UCITS ETF;EU7L;EUR
SC06;Invesco STOXX Europe 600 Optimised Media UCITS ETF;0MTL;EUR
IBGE;iShares EUR Govt Bond 0-1yr UCITS ETF EUR Dist;IBGE;GBP
EMUE;SPDR MSCI EMU UCITS ETF;EMUE;GBP
CCME;Commerzbank CCBI RQFII Money Market UCITS ETF;CCME;EUR
EMUU;iShares MSCI EMU USD Hedged UCITS ETF Acc;EMUU;USD
IESE;iShares MSCI Europe SRI UCITS ETF;IESE;EUR
USCO;SPDR Bloomberg Barclays U.S. Corporate Bond UCITS ETF;USCO;USD
IRCP;iShares EUR Corp Bond Interest Rate Hedged UCITS ETF EUR Dist;IRCP;EUR
SPOG;iShares Oil & Gas Exploration & Production UCITS ETF USD Acc;SPOG;GBP
SUJS;iShares MSCI Japan SRI EUR Hedged UCITS ETF Acc;SUJS;GBP
IDEU;iShares Germany Govt Bond UCITS ETF;IDEU;EUR
FTEK;Invesco KBW NASDAQ Fintech UCITS ETF;FTEK;USD
UFLT;Invesco USD Floating Rate Note UCITS ETF;UFLT;USD
S6X0;Invesco EURO STOXX 50 UCITS ETF;OSX5;EUR
IDNA;iShares MSCI North America UCITS ETF USD Dist;IDNA;USD
CEU1;iShares Core MSCI EMU UCITS ETF;CEU1;GBP
JPEA;iShares J.P. Morgan USD EM Bond UCITS ETF;JPEA;USD
IUMD;iShares Edge MSCI USA Momentum Factor UCITS ETF;IUMD;USD
IWRD;iShares MSCI World UCITS ETF USD Dist;IDWR;USD
SWLD;SPDR MSCI World UCITS ETF;SWLD;GBP
USSC;SPDR MSCI USA Small Cap Value Weighted UCITS ETF;USSC;USD
IMSU;iShares S&P 500 Materials Sector UCITS ETF;IMSU;GBP
PRFP;Invesco Preferred Shares UCITS ETF;PRFP;GBP
IESG;iShares MSCI Europe SRI UCITS ETF;IESG;GBP
ZILK;BMO MSCI UK Income Leaders UCITS ETF;ZILK;GBP
J15R;JPMorgan EUR Corporate Bond 1-5 yr Research Enhanced Index UCITS ETF;J15R;GBP
ASDV;SPDR S&P Pan Asia Dividend Aristocrats UCITS ETF;ASDV;USD
TIP5;iShares USD TIPS 0-5 UCITS ETF;TIP5;USD
SUSC;SPDR Bloomberg Barclays 0-3 Year U.S. Corporate Bond UCITS ETF;SUSC;USD
ISFE;iShares MSCI AC Far East ex-Japan Small Cap UCITS ETF USD Dist;ISFE;GBP
TRXS;Invesco US Treasury 7-10 Year UCITS ETF;TRXS;GBP
ROLG;iShares Bloomberg Roll Select Commodity Swap UCITS ETF;ROLG;GBP
IWDG;iShares Core MSCI World UCITS ETF;IWDG;GBP
IUAG;iShares US Aggregate Bond UCITS ETF;IUAG;USD
CSEMU;iShares Core MSCI EMU UCITS ETF;CEU;EUR
SC05;Invesco STOXX Europe 600 Optimised Retail UCITS ETF;0MTN;EUR
MLPP;Invesco Markets plc - Invesco Morningstar US Energy Infrastructure MLP UCITS ETF;MLPP;GBP
SMUD;iShares MSCI EMU ESG Screened UCITS ETF;SMUD;GBP
SPAG;iShares Agribusiness UCITS ETF USD Acc;SPAG;GBP
DPYE;iShares Developed Markets Property Yield UCITS ETF;DPYE;EUR
NK4E;iShares JPX-Nikkei 400 EUR Hedged UCITS ETF Acc;NK4E;EUR
SDIA;iShares USD Short Duration Corp Bond UCITS ETF;SDIA;USD
IEGA;iShares Core EUR Govt Bond UCITS ETF EUR Dist;IEGA;EUR
XRES;Invesco Real Estate S&P US Select Sector UCITS ETF;XRES;USD
ACWI;SPDR MSCI ACWI UCITS ETF;ACWI;GBP
AT1D;Invesco AT1 Capital Bond UCITS ETF;AT1D;GBP
FLOA;iShares USD Floating Rate Bond UCITS ETF;FLOA;USD
IWVL;iShares Edge MSCI World Value Factor UCITS ETF;IWVL;USD
CSBGU7;iShares USD Treasury Bond 3-7yr UCITS ETF;CBU7;USD
SBIO;Invesco NASDAQ Biotech UCITS ETF;SBIO;USD
SASU;iShares MSCI USA ESG Screened UCITS ETF;SASU;USD
MSAU;Invesco MSCI Saudi Arabia UCITS ETF;MSAU;USD
CSUK;iShares MSCI UK UCITS ETF;CSUK;GBP
PSRF;Invesco FTSE RAFI US 1000 UCITS ETF;PSRF;GBP
SPYW;SPDR S&P Euro Dividend Aristocrats UCITS ETF;EUDI;EUR
SXLF;SPDR S&P U.S. Financials Select Sector UCITS ETF;SXLF;USD
ERND;iShares USD Ultrashort Bond UCITS ETF USD Dist;ERND;USD
EMCB;SPDR BofA Merrill Lynch Emerging Market Corporate Bond UCITS ETF;EMCB;GBP
EMBE;iShares J.P. Morgan USD EM Bond EUR Hedged UCITS ETF Dist;EMBE;EUR
IWDE;iShares MSCI World EUR Hedged UCITS ETF Acc;IWDE;EUR
IGIL;iShares Global Inflation Linked Govt Bond UCITS ETF;IGIL;USD
EMCP;iShares JP Morgan USD EM Corp Bond UCITS ETF;EMCP;GBP
SXLU;SPDR S&P U.S. Utilities Select Sector UCITS ETF;SXLU;USD
FRXE;Franklin Liberty Euro Short Maturity UCITS ETF;FRXE;GBP
IUCB;SPDR Bloomberg Barclays 1-10 Year U.S. Corporate Bond UCITS ETF;IUCB;USD
SC03;Invesco STOXX Europe 600 Optimised Food & Beverage UCITS ETF;0MTJ;EUR
TASE;iShares TA-35 Israel UCITS ETF;TASE;USD
IBTS;iShares USD Treasury Bond 1-3yr UCITS ETF;IDBT;USD
EIMU;iShares Core MSCI EM IMI UCITS ETF;EIMU;USD
IUQA;iShares Edge MSCI USA Quality Factor UCITS ETF;IUQA;USD
R2US;SPDR Russell 2000 U.S. Small Cap UCITS ETF;R2US;USD
SAEM;iShares MSCI EM IMI ESG Screened UCITS ETF;SAEM;USD
IESP;iShares Spain Govt Bond UCITS ETF;IESP;EUR
SDHA;iShares USD Short Duration High Yield Corp Bond UCITS ETF USD Dist;SDHA;USD
FAEU;Invesco US High Yield Fallen Angels UCITS ETF;0H1I;EUR
FREM;Franklin LibertyQ Emerging Markets UCITS ETF;FREM;USD
FTAD;SPDR FTSE UK All Share UCITS ETF;FTAD;GBP
SPHG;iShares Spain Govt Bond UCITS ETF;SPHG;GBP
IBTG;iShares USD Treasury Bond 1-3yr UCITS ETF;IBTG;GBP
IEDY;iShares EM Dividend UCITS ETF USD Dist;IEDY;USD
IEGE;iShares EUR Govt Bond 0-1yr UCITS ETF EUR Dist;IEGE;EUR
EUSC;SPDR MSCI Europe Small Cap UCITS ETF;EUSC;GBP
FLXG;Franklin LibertyQ Global Equity SRI UCITS ETF;FLXG;GBP
RBTX;iShares Automation & Robotics UCITS ETF;RBTX;GBP
CE01;iShares EUR Govt Bond 7-10yr UCITS ETF EUR Acc;CE01;GBP
IBGM;iShares EUR Govt Bond 7-10yr UCITS ETF EUR Dist;IEGM;EUR
IGAA;iShares Emerging Asia Local Govt Bond UCITS ETF;IGAA;USD
GBRE;SPDR Dow Jones Global Real Estate UCITS ETF;GBRE;GBP
IBGX;iShares EUR Govt Bond 3-5yr UCITS ETF EUR Dist;IEGX;EUR
QDIV;iShares MSCI USA Dividend IQ UCITS ETF;QDIV;USD
PQVG;Invesco S&P 500 QVM UCITS ETF;PQVG;GBP
IEQD;iShares Edge MSCI Europe Quality Factor UCITS ETF;IEQD;EUR
FLXB;Franklin FTSE Brazil UCITS ETF;FLXB;USD
EQEU;Invesco EQQQ Nasdaq-100 UCITS ETF;0H1C;EUR
JMBE;JPMorgan USD Emerging Markets Sovereign Bond UCITS ETF;JMBE;EUR
EMES;iShares JP Morgan ESG USD EM Bond UCITS ETF;EMES;USD
SSAC;iShares MSCI ACWI UCITS ETF USD Acc;SSAC;GBP
GAAA;iShares Global AAA-AA Govt Bond UCITS ETF USD Dist;GAAA;USD
ZIEM;BMO MSCI Emerging Markets Income Leaders UCITS ETF;ZIEM;GBP
SE15;iShares EUR Corp Bond 1-5yr UCITS ETF EUR Dist;SE15;GBP
IPRV;iShares Listed Private Equity UCITS ETF USD Dist;IPRV;GBP
IEAA;iShares Core EUR Corp Bond UCITS ETF;IEAA;EUR
VRPS;Invesco Variable Rate Preferred Shares UCITS ETF;VRPS;USD
IPRP;iShares European Property Yield UCITS ETF;IPRP;GBP
AGES;iShares Ageing Population UCITS ETF USD Acc;AGES;GBP
IEX5;iShares EUR Corp Bond ex-Financials 1-5yr UCITS ETF EUR Dist;IEX5;EUR
MLPQ;Invesco Markets plc - Invesco Morningstar US Energy Infrastructure MLP UCITS ETF;MLPQ;GBP
IMBA;iShares US Mortgage Backed Securities UCITS ETF;IMBA;USD
FLOE;iShares USD Floating Rate Bond UCITS ETF;FLOE;EUR
CMOD;Invesco Bloomberg Commodity UCITS ETF;CMOD;USD
SC00;Invesco STOXX Europe 600 Optimised Chemicals UCITS ETF;0MTG;EUR
PRAC;Invesco Preferred Shares UCITS ETF;PRAC;USD
BACK;iShares US Equity Buyback Achievers UCITS ETF USD Acc;BACK;USD
IBGS;iShares EUR Govt Bond 1-3yr UCITS ETF EUR Dist;IBGS;GBP
ZHYG;BMO Barclays Global High Yield Bond GBP Hedged UCITS ETF;ZHYG;GBP
CRU1;iShares MSCI Russia ADR/GDR UCITS ETF;CRU1;GBP
TRES;Invesco US Treasury UCITS ETF;TRES;USD
IDEE;iShares MSCI Eastern Europe Capped UCITS ETF USD Dist;IDEE;USD
ERN1;iShares EUR Ultrashort Bond UCITS ETF;ERN1;GBP
EMHD;Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF;EMHD;USD
SYBA;SPDR Bloomberg Barclays Euro Aggregate Bond UCITS ETF;EUAG;EUR
SUWS;iShares MSCI World SRI UCITS ETF;SUWS;USD
CSMIB;iShares FTSE MIB UCITS ETF EUR Acc;CMIB;EUR
ISFR;iShares MSCI France UCITS ETF;ISFR;GBP
SHYU;iShares USD High Yield Corp Bond UCITS ETF;SHYU;GBP
DJMC;iShares EURO STOXX Mid UCITS ETF EUR Dist;DJMC;GBP
ZPRE;SPDR MSCI EMU UCITS ETF;EURO;EUR
