;Currency;Exchange;Name;Symbol;Symbol2
4434;EUR;IBIS;Boost Enhanced Industrial Metals ETC;XMWJ;XMWJ
4435;EUR;IBIS;HAN-GINS Innovative Technologies UCITS ETF;T3KE;T3KE
4436;EUR;IBIS;BNP Paribas Easy - MSCI Japan ex Controversial Weapons UCITS ETF;EJAP;EJAP
4437;EUR;IBIS;AMUNDI INDEX MSCI EUROPE UCITS ETF DR;10AI;10AI
4438;EUR;IBIS;iShares STOXX Europe Select Dividend 30 UCITS ETF DE;EXSH;EXSH
4439;EUR;IBIS;Xtrackers ShortDAX Daily Swap UCITS ETF;DXSN;DXSN
4440;GBP;IBIS;UBS ETFs plc - CMCI Composite SF UCITS ETF;UEQ3;UEQ3
4441;EUR;IBIS;Lyxor EuroMTS 5-7Y Investment Grade DR UCITS ETF;MTC;LYXC
4442;EUR;IBIS;Boost Bund 30Y 3x Short Daily ETP;XMWH;XMWH
4443;EUR;IBIS;Coba ETN -15x SCHATZF Daily Short;X0C9;X0C9
4444;EUR;IBIS;Xtrackers Physical Silver EUR Hedged ETC;XAD2;XAD2
4445;EUR;IBIS;Coba ETC -3x Copper Daily Short;X0DF;X0DF
4446;EUR;IBIS;UBS ETFs plc - HFRX Global Hedge Fund Index SF UCITS ETF;UIQC;UIQC
4447;EUR;IBIS;iShares STOXX Europe 600 Health Care UCITS ETF DE;EXV4;EXV4
4448;EUR;IBIS;Xtrackers MSCI World Communication Services UCITS ETF;XWTS;XWTS
4449;EUR;IBIS;Xtrackers MSCI World Utilities UCITS ETF;XDWU;XDWU
4450;EUR;IBIS;WisdomTree CBOE S&P 500 PutWrite UCITS ETF;WTDB;WTDB
4451;EUR;IBIS;ETFS Natural Gas;OD7L;OD7L
4452;EUR;IBIS;ETFS 2X Daily Long Wti Crude Oil;4RT6;4RT6
4453;EUR;IBIS;BNP Paribas Easy Stoxx Europe 600 UCITS ETF;ETZ;ETSZ
4454;EUR;IBIS;ETFS 2X Daily Long Platinum;4RUM;4RUM
4455;EUR;IBIS;Coba ETN 1x DAXF Daily Long;X00A;X00A
4456;EUR;IBIS;Coba ETN 1x SPXF Daily Long;X04I;X04I
4457;EUR;IBIS;Market Access iSTOXX Asia Index UCITS ETF;M9SF;M9SF
4458;EUR;IBIS;BNP Paribas Easy NMX 30 Infrastructure Global;ENG1;XU61
4459;EUR;IBIS;Amundi ETF MSCI Europe Consumer Staples UCITS ETF;CS5;18M5
4460;EUR;IBIS;Collateralized ETC on RICI Enhanced Tin TR Index;BNQS;BNQS
4461;EUR;IBIS;ETFS Zinc;OD7T;OD7T
4462;EUR;IBIS;Vanguard FTSE Emerging Markets UCITS ETF;VFEM;VFEM
4463;EUR;IBIS;BNP Paribas Copper ETC;B4NQ;B4NQ
4464;EUR;IBIS;Deka MSCI USA UCITS ETF;EL4Z;EL4Z
4465;EUR;IBIS;Xtrackers Artificial Intelligence & Big Data UCITS ETF;XAIX;XAIX
4466;EUR;IBIS;Xtrackers Euro Stoxx Quality Dividend UCITS ETF;DXSA;DXSA
4467;EUR;IBIS;BNP Paribas Aluminium ETC;B4NP;B4NP
4468;EUR;IBIS;Boost Brent Oil 3x Leverage Daily ETP;3BFM;3BFM
4469;EUR;IBIS;Xtrackers S&P 500 UCITS ETF;XDPD;XDPD
4470;EUR;IBIS;HANetf KMEFIC FTSE Kuwait Equity UCITS ETF;KUW81;KUW8
4471;EUR;IBIS;Xtrackers MSCI USA Swap UCITS ETF;DBXU;DBXU
4472;EUR;IBIS;iShares Dow Jones Eurozone Sustainability Screened UCITS ETF DE;EXXV;EXXV
4473;EUR;IBIS;Coba ETC -3x Silver Daily Short;X0CP;X0CP
4474;EUR;IBIS;Collateralized EUR Hedged RICI Enhanced Lead TR Index ETC;B4N9;B4N9
4475;EUR;IBIS;Coba ETC -3x WTI Oil Daily Short;X0B7;X0B7
4476;EUR;IBIS;Amundi Index Solutions-Amundi Govt Bond Euromts Broad Investment Grade;CB3;CB3G
4477;EUR;IBIS;Amundi Index Solutions-Amundi Msci EM Latin America;ALAT;AMEL
4478;EUR;IBIS;Coba ETC -1x Gasoil Daily Short Index;X0E5;X0E5
4479;EUR;IBIS;Coba ETC -2x Copper Daily Short;X0DE;X0DE
4480;EUR;IBIS;WisdomTree US Quality Dividend Growth UCITS ETF;WTDM;WTDM
4481;EUR;IBIS;BNP Paribas Easy - iSTOXX MUTB Japan Quality 150;ISTM;ISTM
4482;EUR;IBIS;Xtrackers MSCI Taiwan UCITS ETF;DBX5;DBX5
4483;EUR;IBIS;Lyxor Green Bond DR UCITS ETF;KLMH;KLMH
4484;EUR;IBIS;Xtrackers Stoxx Europe 600 Basic Resources Swap UCITS ETF;DXSC;DXSC
4485;EUR;IBIS;AMUNDI ETF MSCI EUROPE BUYBACK UCITS ETF;BBEU;AMEB
4486;EUR;IBIS;BNP PARIBAS EASY Equity Low Vol US UCITS ETF;EVOU;VLUS
4487;EUR;IBIS;HSBC MSCI MEXICO CAPPED UCITS ETF;H4ZS;H4ZS
4488;EUR;IBIS;Coba ETN -2x SX5EF Daily Short;X04D;X04D
4489;EUR;IBIS;Xtrackers USD Emerging Markets Bond Quality Weighted UCITS ETF;XQUE;XQUE
4490;EUR;IBIS;Coba ETN 5x BUNDF Daily Long;X0CR;X0CR
4491;EUR;IBIS;ETFS Brent 1mth Oil Securities;OESA;OESA
4492;EUR;IBIS;Xtrackers MSCI World Financials UCITS ETF;XDWF;XDWF
4493;EUR;IBIS;SPDR Citi Asia Local Government Bond UCITS ETF;SYBX;SYBX
4494;EUR;IBIS;Lyxor Bund Daily 2x Leveraged UCITS ETF;DLB;LYMI
4495;EUR;IBIS;Xtrackers II Australia Government Bond UCITS ETF;XCS2;XCS2
4496;EUR;IBIS;HSBC MSCI INDONESIA UCITS ETF;H4ZT;H4ZT
4497;EUR;IBIS;Coba ETC -2x Gold Daily Short;X004;X004
4498;EUR;IBIS;Xtrackers II Eurozone Government Bond UCITS ETF;X03F;X03F
4499;EUR;IBIS;iShares NASDAQ-100 UCITS ETF DE;EXXT;EXXT
4500;EUR;IBIS;EURO STOXX 50 THEAM EASY UCITS ETF;ETB.OLD;X24F.OLD
4501;EUR;IBIS;Deka iBoxx EUR Liquid Germany Covered Diversified UCITS ETF;EL48;EL48
4502;EUR;IBIS;Coba ETN -2x DAXF Daily Short;X00F;X00F
4503;EUR;IBIS;Coba ETC -2x WTI Oil Daily Short;X0B6;X0B6
4504;EUR;IBIS;ETFS Longer Dated Livestock;9GAN;9GAN
4505;EUR;IBIS;Xtrackers FTSE 250 UCITS ETF;DBXY;DBXY
4506;EUR;IBIS;ETFS 1X Daily Short Wheat;4RTK;4RTK
4507;EUR;IBIS;Coba ETN -4x TECDAXF Daily Short;X00Z;X00Z
4508;EUR;IBIS;Xtrackers EUR Credit 12.5 Swap UCITS ETF;D3V3;D3V3
4509;EUR;IBIS;Xtrackers FTSE 100 Income UCITS ETF;DBXX;DBXX
4510;EUR;IBIS;Xtrackers II Eurozone Government Bond 5-7 UCITS ETF;DBXR;DBXR
4511;EUR;IBIS;ComStage ETF S&P SMIT 40 Index TRN UCITS ETF;E129;E129
4512;EUR;IBIS;Amundi Short Govt Bond Euromts Broad Inv Grade Daily UCITS ETF;SB0;540P
4513;EUR;IBIS;Coba ETN -2x DJIAF Daily Short;X04H;X04H
4514;EUR;IBIS;L&G E Fund MSCI China A UCITS ETF;CASH1;CASH
4515;EUR;IBIS;COba ETN -4x NDXF Daily Short;X0DT;X0DT
4516;EUR;IBIS;Deka EURO STOXX 50 thesaurierend UCITS ETF;ELFA;ELFA
4517;EUR;IBIS;ETFS G10 vs USD Multi Strategy FX Basket Security;ENFX;ENFX
4518;EUR;IBIS;Coba ETN 3x HSIF Daily Long;X0DY;X0DY
4519;EUR;IBIS;ComStage ETF iBoxx Liquid Sovereigns Diversified Overall TR UCITS ETF;X500;X500
4520;EUR;IBIS;HSBC MSCI WORLD UCITS ETF;H4ZJ;H4ZJ
4521;EUR;IBIS;UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF;UBUT;UBUT
4522;EUR;IBIS;ComStage S&P MidCap 400 UCITS ETF;X022;X022
4523;EUR;IBIS;Amundi Index Solutions-Amundi Msci Europe Quality Factor;QCEU;AMEQ
4524;EUR;IBIS;Deka MSCI Europe MC UCITS ETF;EL43;EL43
4525;EUR;IBIS;Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF;DXSM;DXSM
4526;EUR;IBIS;Invesco GPR Real Estate Europe UCITS ETF;REES;REES
4527;EUR;IBIS;Lyxor JP MORGAN EUROPE LOW BETA FACTOR UCITS ETF;LYXL;LYXL
4528;EUR;IBIS;Lyxor MSCI EMU Growth DR UCITS ETF;GWT;LGWT
4529;EUR;IBIS;Coba ETC -4x Copper Daily Short;X0DG;X0DG
4530;EUR;IBIS;ETFS EUR Daily Hedged Copper;00XL;00XL
4531;EUR;IBIS;ComStage ETF MSCI Europe Small Cap TRN UCITS ETF;X026;X026
4532;EUR;IBIS;Deka iBoxx EUR Liquid Non-Financials Diversified UCITS ETF;EFQ8;EFQ8
4533;EUR;IBIS;UBS-ETF SBI Foreign AAA-BBB 1-5 UCITS ETF;UEFY;UEFY
4534;EUR;IBIS;iShares eb.rexx Government Germany 5.5-10.5 UCITS ETF DE;EXHD;EXHD
4535;EUR;IBIS;Xtrackers DAX Income UCITS ETF;XDDX;XDDX
4536;EUR;IBIS;Coba ETC1 x Palladium Daily Long Index;X0BQ;X0BQ
4537;EUR;IBIS;Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF;DXS5;DXS5
4538;EUR;IBIS;Coba ETC 1x Silver Daily Long;X005;X005
4539;EUR;IBIS;Xtrackers MSCI USA UCITS ETF;XD9E;XD9E
4540;EUR;IBIS;ETFS 1X Daily Short Live Cattle;4RTC;4RTC
4541;EUR;IBIS;L&G US Energy Infrastructure MLP UCITS ETF;XMLP;XMLP
4542;EUR;IBIS;Xtrackers FTSE Developed Europe Real Estate UCITS ETF;D5BK;D5BK
4543;EUR;IBIS;Lyxor Japan TOPIX DR UCITS ETF;JPNH;JPNH
4544;EUR;IBIS;Amundi S&P 500 UCITS ETF;500;AUM5
4545;EUR;IBIS;Xtrackers MSCI EM Asia Swap UCITS ETF;DBX2;DBX2
4546;EUR;IBIS;AMUNDI PRIME GLOBAL GOVIES UCITS ETF DR;PR1G;PR1G
4547;EUR;IBIS;Coba ETC 2x WTI Oil Daily Long;X0B2;X0B2
4548;EUR;IBIS;Boost S&P 500 VIX Short-Term Futures 2.25x Leverage Daily ETP;VIXL1;VIXL
4549;EUR;IBIS;Coba ETN -4x SX5EF Daily Short;X0CH;X0CH
4550;EUR;IBIS;AMUNDI PRIME EURO CORPORATES UCITS ETF DR;PR1C;PR1C
4551;EUR;IBIS;UBS Irl ETF plc - MSCI World UCITS ETF;UBU7;UBU7
4552;EUR;IBIS;Lyxor J.P. Morgan Multi-Factor World Index UCITS ETF;LYT3;LYT3
4553;EUR;IBIS;ComStage ETF DivDAX TR UCITS ETF;C003;C003
4554;EUR;IBIS;Lyxor MSCI World Communication Services TR UCITS ETF;TELEW;LYPI
4555;EUR;IBIS;Amundi ETF MSCI World Ex Emu UCITS ETF;CM9;18MP
4556;EUR;IBIS;Xtrackers II EUR Corporate Bond ex Financials UCITS ETF;XB4N;XB4N
4557;EUR;IBIS;iShares Nikkei 225 UCITS ETF DE;EXX7;EXX7
4558;EUR;IBIS;Amundi ETF MSCI Europe Energy UCITS ETF;ANRJ;AMEE
4559;EUR;IBIS;Coba ETN 3x MDAXF Daily Long;X00K;X00K
4560;EUR;IBIS;Coba ETC -4x Gold Daily Short;X0CL;X0CL
4561;EUR;IBIS;Xtrackers FTSE Vietnam Swap UCITS ETF;DXS7;DXS7
4562;EUR;IBIS;ETFS Physical Swiss Gold;GZUR;GZUR
4563;EUR;IBIS;ComStage ETF HSCEI UCITS ETF;C023;C023
4564;EUR;IBIS;iShares Dow Jones Industrial Average UCITS ETF DE;EXI3;EXI3
4565;EUR;IBIS;iShares STOXX Europe 50 DE;EXW3;EXW3
4566;EUR;IBIS;UBS ETF - MSCI EMU Select Factor Mix UCITS ETF;EUFM;UIQN
4567;EUR;IBIS;Xtrackers II iBoxx Eurozone Government Bond Yield Plus UCITS ETF;XYPD;XYPD
4568;EUR;IBIS;Fidelity US Quality Income UCITS ETF;FUSU;FUSU
4569;EUR;IBIS;Xtrackers Euro Stoxx 50 Short Daily Swap UCITS ETF;DXSP;DXSP
4570;EUR;IBIS;HAN-GINS Indxx Healthcare Innovation UCITS ETF;W311;W311
4571;EUR;IBIS;WisdomTree Eurozone Quality Dividend Growth UCITS ETF;WTIM;WTIM
4572;EUR;IBIS;Lyxor Msci AC Asia Pacific EX Japan UCITS ETF;AEJ;LASP
4573;EUR;IBIS;ComStage MSCI EM Eastern Europe ex-Russia TRN UCITS ETF;X016;X016
4574;EUR;IBIS;Xtrackers MSCI Korea UCITS ETF;DBX8;DBX8
4575;EUR;IBIS;Market Access iSTOXX MUTB Japan Quality 150 Index UCITS ETF;M9SQ;M9SQ
4576;EUR;IBIS;Xtrackers II Eurozone Government Bond 1-3 UCITS ETF;DBXP;DBXP
4577;EUR;IBIS;Lyxor STOXX Europe 600 Banks UCITS ETF;BNK;LBNK
4578;EUR;IBIS;Collateralized ETC on RICI Enhanced Gasoline TR Index;BNQG;BNQG
4579;EUR;IBIS;Xtrackers MSCI World Information Technology UCITS ETF;XDWT;XDWT
4580;EUR;IBIS;iShares STOXX Europe Small 200 UCITS ETF DE;EXSE;EXSE
4581;EUR;IBIS;Lyxor MSCI South Africa UCITS ETF;AFS;LSAF
4582;EUR;IBIS;BNP Paribas Easy EUR Corp Bond SRI Fossil Free UCITS ETF;SRIC;ASRI
4583;EUR;IBIS;Deka DAX ex Financials 30 UCITS ETF;ELF0;ELF0
4584;EUR;IBIS;Coba ETC 3x Silver Daily Long;X0CM;X0CM
4585;EUR;IBIS;AMUNDI INDEX MSCI NORTH AMERICA UCITS ETF DR;DNRA;DNRA
4586;EUR;IBIS;Xtrackers MSCI World UCITS ETF;XDWD;XDWD
4587;EUR;IBIS;WisdomTree Europe Equity Income UCITS ETF;WTEE;WTEE
4588;EUR;IBIS;UBS Irl ETF plc - MSCI USA Value UCITS ETF;UBU5;UBU5
4589;EUR;IBIS;Xtrackers Stoxx Europe 600 Industrial Goods Swap UCITS ETF;DXSL;DXSL
4590;EUR;IBIS;Amundi Msci Switzerland;CSW;540J
4591;EUR;IBIS;BNP Paribas Easy FTSE EPRA/NAREIT Eurozone Capped UCITS ETF;EEE;IM2A
4592;EUR;IBIS;ComStage ETF MSCI Europe Mid Cap TRN UCITS ETF;X025;X025
4593;EUR;IBIS;ComStage ETF Nasdaq-100 UCITS ETF;C011;C011
4594;EUR;IBIS;Xtrackers S&P 500 2x Leveraged Daily Swap UCITS ETF;DBPG;DBPG
4595;EUR;IBIS;Coba ETC 4x Cocoa Daily Long;X0BC;X0BC
4596;EUR;IBIS;Coba ETN -3x DAXF Daily Short;X00G;X00G
4597;EUR;IBIS;BNP Paribas Easy - MSCI North America EX Controversial Weapons UCITS ETF;ENAM;ENOA
4598;EUR;IBIS;Lyxor MSCI World Information Technology TR UCITS ETF;TNOW;LYPG
4599;EUR;IBIS;ComStage ETF MSCI Japan TRN UCITS ETF;X017;X017
4600;EUR;IBIS;Deka iBoxx EUR Liquid SOV DIV 3-5 UCITS ETF;EL4M;EL4M
4601;EUR;IBIS;Amundi Cac 40 UCITS ETF DR;C40;GC40
4602;EUR;IBIS;iShares EURO STOXX UCITS ETF DE;EXSI;EXSI
4603;EUR;IBIS;Coba ETN -1x MDAXF Daily Short;X00M;X00M
4604;EUR;IBIS;Amundi ETF Leveraged MSCI Usa Daily UCITS ETF;CL2;18MF
4605;EUR;IBIS;BNP Paribas Nickel Futures ETC;B4NR;B4NR
4606;EUR;IBIS;UBS ETF MSCI USA UCITS ETF;UIM6;UIM6
4607;EUR;IBIS;Xtrackers MSCI World High Dividend Yield UCITS ETF;XDWY;XDWY
4608;EUR;IBIS;Lyxor Core MSCI World DR UCITS ETF;LCUW;LCUW
4609;EUR;IBIS;UBS ETF-MSCI Emerging Markets UCITS ETF;UIMI;UIMI
4610;EUR;IBIS;Collateralized ETC on RICI Enhanced Natural Gas Crude Oil TR Index;BNQE;BNQE
4611;EUR;IBIS;ETFS EUR Daily Hedged Energy;EHEN;EHEN
4612;EUR;IBIS;ETFS Long USD Short EUR;XBJP;XBJP
4613;EUR;IBIS;Deka MSCI USA LC UCITS ETF;EL4I;EL4I
4614;EUR;IBIS;UBS ETF-Factor MSCI EMU Quality UCITS ETF;UIM2;UIM2
4615;EUR;IBIS;UBS ETF - Bloomberg Barclays MSCI Euro Area Liquid Corporates Sustainable UCITS;UIMC;UIMC
4616;EUR;IBIS;Lyxor MSCI Eastern Europe EX Russia UCITS ETF;CEC;LEER
4617;EUR;IBIS;Coba ETC -1x Natural Gas Daily Short;X0C7;X0C7
4618;EUR;IBIS;ETFS Long CNY Short USD;XBJE;XBJE
4619;EUR;IBIS;ComStage ETF Commerzbank FED Funds Effective Rate TR UCITS ETF;C101;C101
4620;EUR;IBIS;ComStage FTSE China A50 UCITS ETF;C024;C024
4621;EUR;IBIS;Coba ETN 3x SPXF Daily Long;X0DL;X0DL
4622;EUR;IBIS;UBS Irl ETF plc - MSCI ACWI Socially Responsible UCITS ETF;AWSRIE;AW1R
4623;EUR;IBIS;Boost Silver 3x Short Daily ETP;PCFG;PCFG
4624;EUR;IBIS;Boost WTI Oil 3x Short Daily ETP;O1LS;O1LS
4625;EUR;IBIS;Xtrackers II Global Inflation-Linked Bond UCITS ETF;DBXH;DBXH
4626;EUR;IBIS;Lyxor MSCI World Utilities TR UCITS ETF;UTIW;LYPQ
4627;EUR;IBIS;Xtrackers DAX UCITS ETF;DBXD;DBXD
4628;EUR;IBIS;Ossiam ETF World MINIMUM VARIANCE;WOMV;OSXA
4629;EUR;IBIS;Deka MSCI Japan MC UCITS ETF;EL45;EL45
4630;EUR;IBIS;ETFS Long JPY Short EUR;SJPS;SJPS
4631;EUR;IBIS;Xtrackers II USD Emerging Markets Bond UCITS ETF;DXSU;DXSU
4632;EUR;IBIS;ETFS Physical PM Basket;VZLE;VZLE
4633;EUR;IBIS;Deka MSCI Japan UCITS ETF;EL44;EL44
4634;EUR;IBIS;Lyxor EuroMTS 15+Y Investment Grade DR UCITS ETF;MTF1;LYXF
4635;EUR;IBIS;Xtrackers Nikkei 225 UCITS ETF;XDJE;XDJE
4636;EUR;IBIS;ComStage ETF EURO STOXX 50 NR UCITS ETF;C050;C050
4637;EUR;IBIS;ETFS Lean Hogs;OD7J;OD7J
4638;EUR;IBIS;Amundi Index Solutions-Amundi Russell 2000;RS2K;RS2K
4639;EUR;IBIS;Xtrackers II Global Government Bond UCITS ETF;XGVD;XGVD
4640;EUR;IBIS;Xtrackers MSCI USA UCITS ETF;XD9U;XD9U
4641;EUR;IBIS;UBS ETF MSCI EMU Small Cap UCI;UEFD;UEFD
4642;EUR;IBIS;L&G Japan Equity UCITS ETF;ETLR;ETLR
4643;EUR;IBIS;Boost Bund 10Y 3x Short Daily ETP;SBU3;SBU3
4644;EUR;IBIS;Wisdomtree India Quality UCITS ETF;WTDZ;WTDZ
4645;EUR;IBIS;Deka EURO STOXX 50 UCITS ETF;EL4B;EL4B
4646;EUR;IBIS;Xtrackers MSCI Nordic UCITS ETF;XDN0;XDN0
4647;EUR;IBIS;Xtrackers MSCI Malaysia UCITS ETF;XCS3;XCS3
4648;EUR;IBIS;Coba ETN 4x HSCEIF Daily Long;X040;X040
4649;EUR;IBIS;iShares STOXX Europe 600 Oil & Gas UCITS ETF DE;EXH1;EXH1
4650;EUR;IBIS;Lyxor MSCI Emerging Markets Ex China UCITS ETF;EMXC;EMXC
4651;EUR;IBIS;UBS Irl ETF PLC - MSCI World Select Factor Mix UCITS ETF;UIQM;UIQM
4652;EUR;IBIS;ETFS 2X Daily Long Nickel;4RUD;4RUD
4653;EUR;IBIS;Fidelity Global Quality Income UCITS ETF;FGEU;FGEU
4654;EUR;IBIS;Market Access RICI Agriculture Index UCITS ETF;M9SB;M9SB
4655;EUR;IBIS;Coba ETN 10x SCHATZF Daily Long;X0CY;X0CY
4656;EUR;IBIS;Lyxor USD 10Y Inflation Expectations UCITS ETF;INFU;UINF
4657;EUR;IBIS;ComStage MSCI Japan 100% Daily Hedge Euro UCITS ETF;C025;C025
4658;EUR;IBIS;iShares STOXX Europe 600 Automobiles & Parts UCITS ETF DE;EXV5;EXV5
4659;EUR;IBIS;ComStage Dow Jones Russia GDR TRN UCITS ETF;X018;X018
4660;EUR;IBIS;Xtrackers Physical Platinum EUR Hedged ETC;XAD3;XAD3
4661;EUR;IBIS;Invesco Physical Gold ETC;8PSG;8PSG
4662;EUR;IBIS;Lyxor Core Morningstar US DR UCITS ETF;LCUS;LCUS
4663;EUR;IBIS;ComStage ETF EURO STOXX 50 Daily Short GR UCITS ETF;C052;C052
4664;EUR;IBIS;Boost Gold ETC;0LJE;0LJE
4665;EUR;IBIS;iShares Dow Jones Global Titans 50 UCITS DE;EXI2;EXI2
4666;EUR;IBIS;UBS ETF - MSCI Japan hedged to EUR UCITS ETF;JPEUBH;UEF2
4667;EUR;IBIS;WisdomTree AT1 CoCo Bond UCITS ETF;WTDI;WTDI
4668;EUR;IBIS;ETFS Long NOK Short EUR;LNOE;LNOE
4669;EUR;IBIS;Boost Brent Oil ETC;0LJD;0LJD
4670;EUR;IBIS;Coba ETC -1x Cocoa Daily Short;X0BD;X0BD
4671;EUR;IBIS;Lyxor EUROMTS Highest Rated Macro-Weighted Govt Bond 3-5Y DR UCITS ETF;MA35;LYS5
4672;EUR;IBIS;Coba ETN -2x NDXF Daily Short;X04Q;X04Q
4673;EUR;IBIS;Collateralized ETC on RICI Enhanced Nickel TR Index;BNQQ;BNQQ
4674;EUR;IBIS;Xtrackers MSCI Europe Value UCITS ETF;D5BL;D5BL
4675;EUR;IBIS;Xtrackers CAC 40 UCITS ETF;DX2G;DX2G
4676;EUR;IBIS;ComStage CBK 10Y US-Treasury Future Short TR UCITS ETF;E571;E571
4677;EUR;IBIS;ComStage ETF MSCI Emerging Markets TRN UCITS ETF;E127;E127
4678;EUR;IBIS;ETFS 5x Short USD Long EUR;5CH6;5CH6
4679;EUR;IBIS;Collateralized ETC on RICI Enhanced BRENT Crude Oil TR Index;BNQC;BNQC
4680;EUR;IBIS;ComStage ETF STOXX Europe 600 Media NR UCITS ETF;C071;C071
4681;EUR;IBIS;WisdomTree US SmallCap Dividend UCITS ETF;WTEC;WTEC
4682;EUR;IBIS;ETFS 2X Daily Long Coffee;4RT2;4RT2
4683;EUR;IBIS;ComStage ETF MSCI Taiwan TRN UCITS ETF;X019;X019
4684;EUR;IBIS;HSBC FTSE 100 UCITS ETF;H4ZB;H4ZB
4685;EUR;IBIS;iShares STOXX Europe 600 Retail UCITS ETF DE;EXH8;EXH8
4686;EUR;IBIS;Coba ETC 2x Gold Daily Long;X002;X002
4687;EUR;IBIS;Amundi ETF MSCI Europe Consumer Discretionary UCITS ETF;CD6;18M4
4688;EUR;IBIS;Coba ETN -3x MDAXF Daily Short;X00P;X00P
4689;EUR;IBIS;Xtrackers II iBoxx Eurozone Government Bond Yield Plus 1-3 UCITS ETF;XY1D;XY1D
4690;EUR;IBIS;Xtrackers II ESG EUR Corporate Bond UCITS ETF;XB4F;XB4F
4691;EUR;IBIS;ETFS Longer Dated Ex-Energy;9GAJ;9GAJ
4692;EUR;IBIS;WisdomTree US Equity Income UCITS ETF;WTD9;WTD9
4693;EUR;IBIS;Collateralized ETC on BNP Paribas RICI Enhanced WTI TR Index;BNQB;BNQB
4694;EUR;IBIS;Xtrackers Harvest CSI300 UCITS ETF;RQFI;RQFI
4695;EUR;IBIS;Amundi Index Solutions-Amundi Jpx-Nikkei 400;JPHE;JP4H
4696;EUR;IBIS;Coba ETC 4x Natural Gas Daily Long;X0D6;X0D6
4697;EUR;IBIS;Xtrackers S&P 500 Inverse Daily Swap UCITS ETF;DXS3;DXS3
4698;EUR;IBIS;Lyxor MSCI World Energy TR UCITS ETF;ENERW;LYPC
4699;EUR;IBIS;Boost EURO STOXX 50 3x Leverage Daily ETP;PCFD;PCFD
4700;EUR;IBIS;ETFS Bearish EUR vs G10 Currency Basket Securities;SEUB;SEUB
4701;EUR;IBIS;Boost NASDAQ 100 3x Short Daily ETP;3QSS;3QSS
4702;EUR;IBIS;Lyxor MSCI EM Latin America UCITS ETF;LTM;LLAM
4703;EUR;IBIS;Xtrackers II EUR Corporate Bond UCITS ETF;D5BG;D5BG
4704;EUR;IBIS;UBS ETF - Bloomberg Barclays Euro Inflation Linked 10+ UCITS ETF;FRC4;FRC4
4705;EUR;IBIS;ETFS EUR Daily Hedged All Commodities;00XK;00XK
4706;EUR;IBIS;Lyxor EURO STOXX 50 Daily -2x Inverse UCITS ETF;BXX;LSK8
4707;EUR;IBIS;Collateralized ETC on RICI Enhanced Lead TR Index;BNQT;BNQT
4708;EUR;IBIS;Lyxor Core MSCI EMU DR UCITS ETF;MFE;LMVF
4709;EUR;IBIS;Collateralized ETC on RICI Enhanced COPPER TR Index;BNQP;BNQP
4710;EUR;IBIS;Xtrackers Stoxx Europe 600 Banks Swap UCITS ETF;DXSF;DXSF
4711;EUR;IBIS;ComStage ETF HSI UCITS ETF;C022;C022
4712;EUR;IBIS;Xtrackers USD Corporate Bond UCITS ETF;XDGE;XDGE
4713;EUR;IBIS;ComStage ETF Commerzbank Bund-Future Leveraged TR UCITS ETF;5X61;5X61
4714;EUR;IBIS;Xtrackers II Germany Government Bond UCITS ETF;D5BB;D5BB
4715;EUR;IBIS;BNP Paribas Easy Equity Value US UCITS ETF;EVUS;EVUS
4716;EUR;IBIS;Xtrackers II iTraxx Crossover Short Daily Swap UCITS ETF;DXST;DXST
4717;EUR;IBIS;Xtrackers MSCI China UCITS ETF;XCS6;XCS6
4718;EUR;IBIS;Xtrackers MSCI Japan UCITS ETF;XMK9;XMK9
4719;EUR;IBIS;Xtrackers II Global Aggregate Bond Swap UCITS ETF;XBAE;XBAE
4720;EUR;IBIS;iShares STOXX Europe 600 Chemicals UCITS ETF DE;EXV7;EXV7
4721;EUR;IBIS;WisdomTree Japan Equity UCITS ETF;WTDX;WTDX
4722;EUR;IBIS;ETFS 2X Daily Long Corn;4RT4;4RT4
4723;EUR;IBIS;ETFS 5x Short JPY Long EUR;JPE51;JPE5
4724;EUR;IBIS;Xtrackers II EUR Overnight Rate Swap UCITS ETF;DX22;DX22
4725;EUR;IBIS;Lyxor SG Global Quality Income NTR UCITS ETF;SGQI;LGQI
4726;EUR;IBIS;ETFS 2X Daily Long All Commodities;4RTS;4RTS
4727;EUR;IBIS;UBS Irl ETF plc - Factor MSCI USA Quality UCITS ETF;UQLTE;UBUX
4728;USD;IBIS;UBS ETFs PLC - Bloomberg Commodity CMCI SF UCITS ETF;BCFU;BCFU
4729;EUR;IBIS;HSBC Multi Factor Worldwide Equity UCITS ETF;H41J;H41J
4730;EUR;IBIS;Coba ETN -4x SPXF Daily Short;X0DP;X0DP
4731;EUR;IBIS;ETFS EUR Daily Hedged Precious Metals;00XQ;00XQ
4732;EUR;IBIS;Coba ETN 4x NDXF Daily Long;X0DR;X0DR
4733;EUR;IBIS;Amundi Ftse Epra Europe Real Estate UCITS ETF;EPRE;REAL
4734;EUR;IBIS;Deka iBoxx EUR Liquid SOV DIV 5-7 UCITS ETF;EL4N;EL4N
4735;EUR;IBIS;Lyxor Global Gender Equality DR UCITS ETF;ELLH;ELLH
4736;EUR;IBIS;ComStage LevDAX x2 UCITS ETF;E043;E043
