;Currency;Exchange;Name;Symbol;Symbol2
1053;EUR;FWB;iShares STOXX Europe 600 Basic Resources UCITS ETF DE;EXV6;EXV6
1054;EUR;FWB;AMUNDI ETF EURO HIGH YIELD LIQUID BOND IBOXX UCITS ETF;AHYE.OLD;AHYE.OLD
1055;EUR;FWB;iShares Dow Jones Asia Pacific Select Dividend 3 UCITS DE;EXXW;EXXW
1056;EUR;FWB;Amundi Index Solutions-Amundi Euro High Yield Liquid Bond Iboxx;AHYE;AHYE
1057;EUR;FWB;Lyxor Hwabao WP MSCI China A DR UCITS ETF;CNAA;CNAA
1058;EUR;FWB;UBS ETF-MSCI World Socially Responsible UCITS ETF;SEAC;SEAC
1059;EUR;FWB;Xtrackers S&P ASX 200 UCITS ETF;DX2S;DX2S
1060;EUR;FWB;Lyxor FTSE EPRA/NAREIT United States UCITS ETF;MUAT;LYEU
1061;EUR;FWB;Coba ETC -4x Natural Gas Daily Short;X0D8;X0D8
1062;EUR;FWB;Xtrackers MSCI Japan UCITS ETF;DBXJ;DBXJ
1063;EUR;FWB;ComStage ETF STOXX Europe 600 Banks NR UCITS ETF;C062;C062
1064;EUR;FWB;Boost EURO STOXX Banks 3x Short Daily ETP;0LJJ;0LJJ
1065;EUR;FWB;Deka Deutsche Borse EUROGOV France UCITS ETF;EFQ2;EFQ2
1066;EUR;FWB;Coba ETN -2x VSTOXXF Daily Short;X044;X044
1067;EUR;FWB;Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Energy TR UCITS ETF;CRN;LCTR
1068;EUR;FWB;HSBC MSCI JAPAN UCITS ETF;H4ZC;H4ZC
1069;EUR;FWB;Coba ETN 1x MDAXF Daily Long;X00I;X00I
1070;EUR;FWB;Vanguard Global Aggregate Bond UCITS ETF;VAGE;VAGE
1071;EUR;FWB;UC AXI Global CoCo Bonds UCITS ETF;CCNV;CCNV
1072;EUR;FWB;Lyxor STOXX Europe 600 Construction & Materials UCITS ETF;CST;LCST
1073;EUR;FWB;Amundi S&P 500 Buyback UCITS ETF;BYBE;B500
1074;EUR;FWB;ETFS EUR Daily Hedged Agriculture;00XJ;00XJ
1075;EUR;FWB;AMUNDI ETF FLOATING RATE USD CORPORATE UCITS ETF;AFLE.OLD;FRNH.OLD
1076;EUR;FWB;Coba ETC 2x Silver Daily Long;X006;X006
1077;EUR;FWB;iShares eb.rexx Government Germany 0-1yr UCITS ETF DE;EXVM;EXVM
1078;EUR;FWB;Vanguard FTSE Developed Europe ex UK UCITS ETF;VERX;VERX
1079;EUR;FWB;BNP Paribas Easy Energy & Metals Enhanced Roll/ETF;GSCE;GSDE
1080;EUR;FWB;UBS ETF - MSCI Emerging Markets Socially Responsible UCITS ETF;UETE;UETE
1081;EUR;FWB;CSOP Source FTSE China A50 UCITS ETF;SMLC;SMLC
1082;EUR;FWB;iShares Core DAX UCITS ETF DE;EXS1;EXS1
1083;EUR;FWB;UBS Irl ETF plc - MSCI EMU Cyclical UCITS ETF;UBUN;UBUN
1084;EUR;FWB;Lyxor Global Gender Equality DR UCITS ETF;ELLE;VOOM
1085;EUR;FWB;ETFS EUR Daily Hedged Physical Gold;GBSE1;GBSE
1086;EUR;FWB;UBS ETFs plc - MSCI AC Asia ex Japan SF UCITS ETF;UIQI;UIQI
1087;EUR;FWB;ComStage Alpha Dividende Plus UCITS ETF;F750;F750
1088;EUR;FWB;Collateralized EUR Hedged RICI Enhanced Zinc TR Index ETC;B4N7;B4N7
1089;EUR;FWB;iShares Dow Jones China Offshore 50 UCITS DE;EXXU;EXXU
1090;EUR;FWB;ETFS Physical Gold;VZLD;VZLD
1091;EUR;FWB;Amundi ETF MSCI UK UCITS ETF;CU1;540K
1092;EUR;FWB;UBS ETF - JP Morgan EM Multi-Factor Enhanced Local Currency Bond UCITS ETF;UEFE;UEFE
1093;EUR;FWB;UBS ETF Bloomberg Barclays EUR High Quality Liquid Assets 1-5 Bond UCITS ETF;UIQL;UIQL
1094;EUR;FWB;Boost WTI Oil ETC;0LJC;0LJC
1095;EUR;FWB;AMUNDI INDEX FTSE EPRA NAREIT GLOBAL UCITS ETF DR;10AJ;10AJ
1096;EUR;FWB;Xtrackers LevDAX Daily Swap UCITS ETF;DBPE;DBPE
1097;EUR;FWB;HSBC EURO STOXX 50 UCITS ETF;H4ZA;H4ZA
1098;EUR;FWB;ComStage Alpha Deutschland Dividende Plus UCITS ETF;F751;F751
1099;EUR;FWB;ComStage ETF iBoxx Liquid Sovereigns Diversified 10-15 TR UCITS ETF;X507;X507
1100;EUR;FWB;Xtrackers II EUR High Yield Corporate Bond UCITS ETF;XHYG;XHYG
1101;EUR;FWB;Deka STOXX Europe Strong Growth 20 UCITS ETF;EL4C;EL4C
1102;EUR;FWB;Xtrackers II Global Inflation-Linked Bond UCITS ETF;XGIU;XGIU
1103;EUR;FWB;Coba ETC 3x Brent Oil Daily Long;X0D1;X0D1
1104;EUR;FWB;Amundi Index Solutions-Amundi Msci Nordic;CN1;CN1G
1105;EUR;FWB;Boost Long USD Short EUR 5x Daily ETP;0LJG;0LJG
1106;EUR;FWB;ETFS 2X Daily Long Natural Gas;4RUC;4RUC
1107;EUR;FWB;Coba ETC -3x Natural Gas Daily Short;X0D7;X0D7
1108;EUR;FWB;Coba ETC 1 x Platinum Daily Long Index;X0BH;X0BH
1109;EUR;FWB;Vanguard FTSE All-World High Dividend Yield UCITS ETF;VHYL;VGWD
1110;EUR;FWB;ComStage ETF EURO STOXX 50 Daily Leverage UCITS ETF;C053;C053
1111;EUR;FWB;ComStage ETF FAZ Index UCITS ETF;C006;C006
1112;EUR;FWB;Xtrackers Stoxx Europe 600 Utilities Swap UCITS ETF;DXSI;DXSI
1113;EUR;FWB;HSBC MSCI China A Inclusion UCITS ETF;H41K;H41K
1114;EUR;FWB;UBS ETF - J.P. Morgan USD EM Diversified Bond 1-5 UCITS ETF;SHEME;SEAB
1115;EUR;FWB;ComStage ETF STOXX Europe 600 Travel & Leisure NR UCITS ETF;C078;C078
1116;EUR;FWB;ETFS Silver;OD7N;OD7N
1117;EUR;FWB;Lyxor S&P 500 VIX Futures Enhanced Roll UCITS ETF;LVO1;VOOL
1118;EUR;FWB;Xtrackers MSCI USA Information Technology UCITS ETF;XUTC;XUTC
1119;EUR;FWB;Lyxor STOXX Europe 600 Food & Beverage UCITS ETF;FOO;LFOD
1120;EUR;FWB;HSBC MSCI Taiwan Capped UCITS ETF;H4ZU;H4ZU
1121;EUR;FWB;Lyxor Core STOXX Europe 600 DR;STXH;STXH
1122;EUR;FWB;Coba ETN 3x SX5EF Daily Long;X0CE;X0CE
1123;EUR;FWB;Xtrackers MSCI Indonesia Swap UCITS ETF;XAIN;XAIN
1124;EUR;FWB;ETFS WTI 2mth Oil Securities;OESB;OESB
1125;EUR;FWB;UBS ETF - Bloomberg Barclays Euro Area Liquid Corporates 1-5 Year UCITS ETF;UEF6;UEF6
1126;EUR;FWB;UBS ETFs plc - CMCI ex-Agriculture SF UCITS ETF;CCXAE;UIQ1
1127;EUR;FWB;Xtrackers MSCI EMU UCITS ETF;XD5E;XD5E
1128;EUR;FWB;Deka MSCI World UCITS ETF;ELFW;ELFW
1129;EUR;FWB;Xtrackers II iTraxx Europe Swap UCITS ETF;DXSQ;DXSQ
1130;EUR;FWB;Lyxor Japan TOPIX DR UCITS ETF;JPN;LYY4
1131;EUR;FWB;Lyxor Daily ShortDAX x2 UCITS ETF;DSD;LYQL
1132;EUR;FWB;Amundi ETF Govies 0-6 Months Euromts Investment Grade UCITF ETF;C3M;18M1
1133;EUR;FWB;Europe SectorTrend UCITS ETF - R;ES5R;ES5R
1134;EUR;FWB;UBS ETF - Sustainable Development Bank Bonds UCITS ETF;MDBU;MDBU
1135;EUR;FWB;ETFS Short CHF Long EUR;SCHE;SCHE
1136;EUR;FWB;Xtrackers Nikkei 225 UCITS ETF;XDJP;XDJP
1137;EUR;FWB;WisdomTree EUR Government Bond Enhanced Yield UCITS ETF;WTDS;WTDS
1138;EUR;FWB;Vanguard FTSE All-World UCITS ETF;VWRL;VGWL
1139;EUR;FWB;L&G Battery Value-Chain UCITS ETF;BATE;BATE
1140;EUR;FWB;ComStage ETF STOXX Europe 600 Technology NR UCITS ETF;C076;C076
1141;EUR;FWB;Coba ETC -4x WTI Oil Daily Short;X0B8;X0B8
1142;EUR;FWB;OSSIAM RISK WEIGHTED ENHANCED COMMODITY EX GRAINS TR UCITS ETF;OSXC;OSXC
1143;EUR;FWB;ComStage ETF STOXX Europe 600 Personal & Household Goods NR UCITS ETF;C073;C073
1144;EUR;FWB;Coba ETC 3x Gold Daily Long;X0CI;X0CI
1145;EUR;FWB;Vanguard FTSE 100 UCITS ETF;VUKE;VUKE
1146;EUR;FWB;Coba ETN 4x DJIAF Daily Long;X0DI;X0DI
1147;EUR;FWB;Xtrackers MSCI World Industrials UCITS ETF;XDWI;XDWI
1148;EUR;FWB;ComStage ETF iBoxx Sovereigns Inflation-Linked Euro-Inflation TR UCITS ETF;8530;8530
1149;EUR;FWB;Xtrackers MSCI World Momentum UCITS ETF;XDEM;XDEM
1150;EUR;FWB;Deka DB EUROGOV Germany 3-5 UCITS ETF;EL4T;EL4T
1151;EUR;FWB;Coba ETN 2x DAXF Daily Long;X00B;X00B
1152;EUR;FWB;Gasoil Diesel ETC von BNPP;B4N1;B4N1
1153;EUR;FWB;Xtrackers Future Mobility UCITS ETF;XMOV;XMOV
1154;EUR;FWB;BNP PARIBAS EASY Equity Low Vol US UCITS ETF;VLUD;VLUD
1155;EUR;FWB;Xtrackers Stoxx Europe 600 UCITS ETF;XSXE;XSXE
1156;EUR;FWB;Amundi ETF Short MSCI USA Daily UCITS ETF;C2U;GC2U
1157;EUR;FWB;BNP Paribas Easy - MSCI Japan ex Controversial Weapons UCITS ETF;EJAH;EJAH
1158;EUR;FWB;Coba ETN 4x MDAXF Daily Long;X00L;X00L
1159;EUR;FWB;Coba ETN 3x DAXF Daily Long;X00C;X00C
1160;EUR;FWB;ETFS 2X Daily Long Wheat;4RUJ;4RUJ
1161;EUR;FWB;iShares STOXX Europe 600 Insurance UCITS ETF DE;EXH5;EXH5
1162;EUR;FWB;ComStage ETF STOXX Europe 600 Financial Services NR UCITS ETF;C066;C066
1163;EUR;FWB;Amundi ETF MSCI Italy UCITS ETF;CI1;GCI1
1164;EUR;FWB;Xtrackers II Germany Government Bond 7-10 Swap UCITS ETF;XG71;XG71
1165;EUR;FWB;BNP Paribas Easy S&P 500 UCITS ETF;ESEH;ESEH
1166;EUR;FWB;Vanguard Global Liquidity Factor UCITS ETF;VLIQ;VLIQ
1167;EUR;FWB;Lyxor STOXX Europe 600 Automobiles & Parts UCITS ETF;AUT;LAUT
1168;EUR;FWB;Coba ETN 2x TECDAXF Daily Long;X00S;X00S
1169;EUR;FWB;Xtrackers Physical Palladium EUR Hedged ETC;XAD4;XAD4
1170;EUR;FWB;ETFS Longer Dated Brent Crude;OOEB;OOEB
1171;EUR;FWB;Coba ETN 2x VSTOXXF Daily Long;X042;X042
1172;EUR;FWB;Lyxor EURO STOXX 50 Daily -1x Inverse UCITS ETF;BSX;LSK7
1173;EUR;FWB;BNP Paribas Easy ECPI Circular Economy Leaders UCITS ETF;REUSE;EMEC
1174;EUR;FWB;BNP Paribas Easy JPM GBI EMU UCITS ETF;JBEM;JBEM
1175;EUR;FWB;Xtrackers MSCI Russia Capped Swap UCITS ETF;DBXV;DBXV
1176;EUR;FWB;Coba ETC 2x Cocoa Daily Long;X0BA;X0BA
1177;EUR;FWB;PIMCO Euro Short-Term High Yield Corporate Bond Index Source UCITS ETF;EUHA;EUHA
1178;EUR;FWB;Amundi Index Solutions Amundi Govt Bond Lowest Rated Euromts Investment Grade1-3;X13G;X13G
1179;EUR;FWB;Collateralized EUR Hedged ETC on RICI Enhanced Industrial Metals TR Index;BNQ5;BNQ5
1180;EUR;FWB;Vanguard EUR Corporate Bond UCITS ETF;VECA;VECA
1181;EUR;FWB;Amundi Nasdaq-100 ETF;NDXH;HNDX
1182;EUR;FWB;Xtrackers DB Bloomberg Commodity Optimum Yield Swap UCITS ETF;DBZN;DBZN
1183;EUR;FWB;Amundi ETF MSCI Europe Utilities UCITS ETF;CU5;540D
1184;EUR;FWB;Xtrackers iBoxx EUR Corporate Bond Yield Plus UCITS ETF;XDEP;XDEP
1185;EUR;FWB;BNP Paribas Easy - MSCI Emerging Markets SRI UCITS ETF;EISR;XU6C
1186;EUR;FWB;ETFS Precious Metals;OD73;OD73
1187;EUR;FWB;Coba ETN -1x VIXF Daily Short;X047;X047
1188;EUR;FWB;Boost Natural Gas 3x Short Daily ETP;NGXS;NGXS
1189;EUR;FWB;ComStage ETF iBoxx Liquid Sovereigns Diversified 25+ TR UCITS ETF;X509;X509
1190;EUR;FWB;ComStage ETF STOXX Europe 600 Telecommunications NR UCITS ETF;C077;C077
1191;EUR;FWB;iShares STOXX Europe 600 Banks UCITS ETF DE;EXV1;EXV1
1192;EUR;FWB;Xtrackers II US Treasuries 1-3 UCITS ETF;D5BE;D5BE
1193;EUR;FWB;Lyxor Core MSCI Japan DR UCITS ETF;LCUJ;LCUJ
1194;EUR;FWB;UBS ETF - Bloomberg Barclays Euro Area Liquid Corporates UCITS ETF;UEFR;UEFR
1195;EUR;FWB;Amundi Euro Stoxx 50 UCITS DR;CD5;V50D
1196;EUR;FWB;Coba ETC -4x Cocoa Daily Short;X0BG;X0BG
1197;EUR;FWB;Coba ETN 3x TECDAXF Daily Long;X00T;X00T
1198;EUR;FWB;Lyxor Core EURO STOXX 300 DR;MFED;LGQG
1199;EUR;FWB;BNP Paribas Easy - MSCI Emerging Markets ex Controversial Weapons UCITS ETF;EEMK;EMKX
1200;EUR;FWB;Coba ETN -5x SCHATZF Daily Short;X009;X009
1201;EUR;FWB;Xtrackers MSCI North America High Dividend Yield UCITS ETF;XDND;XDND
1202;EUR;FWB;Lyxor Inverse US$ 10Y Inflation Expectations UCITS ETF;UINE;UINE
1203;EUR;FWB;Amundi ETF MSCI Europe Materials UCITS ETF;C8M;540B
1204;EUR;FWB;Xtrackers S&P Select Frontier Swap UCITS ETF;DX2Z;DX2Z
1205;EUR;FWB;BNP PARIBAS EASY Equity Momentum Europe UCITS ETF;MOED;MOED
1206;EUR;FWB;L&G Asia Pacific ex Japan Equity UCITS ETF;ETLK;ETLK
1207;EUR;FWB;Lyxor Daily LevDAX UCITS ETF;LYY8;LYY8
1208;EUR;FWB;ETFS Soybean Oil;OD7P;OD7P
1209;EUR;FWB;Market Access RICI Metals Index UCITS ETF;M9SC;M9SC
1210;EUR;FWB;Wisdomtree Germany Equity UCITS ETF;WTEZ;WTEZ
1211;EUR;FWB;Lyxor STOXX Europe 600 Technology UCITS ETF;TNO;LTUG
1212;EUR;FWB;Amundi ETF Euro Stoxx Small Cap UCITS ETF;ESM;ZESM
1213;EUR;FWB;Xtrackers Nifty 50 Swap UCITS ETF;DBX7;DBX7
1214;EUR;FWB;SOURCE FTSE RAFI Europe Equity Income Physical UCITS ETF;DVEU;DVEU
1215;EUR;FWB;ComStage ETF FTSE 100 TR UCITS ETF;8H81;8H81
1216;EUR;FWB;Coba ETN -1x DAXF Daily Short;X00E;X00E
1217;EUR;FWB;Xtrackers II USD Overnight Rate Swap UCITS ETF;DXSZ;DXSZ
1218;EUR;FWB;SPDR Barclays 7+ Year Euro Corporate Bond UCITS ETF;SPPL;SPPL
1219;EUR;FWB;BNP PARIBAS EASY Equity Momentum Europe UCITS ETF;EMOM;MOEU
1220;EUR;FWB;Lyxor MSCI Taiwan UCITS ETF;TWN;LTWN
1221;EUR;FWB;Deka DB EUROGOV Germany 5-10 UCITS ETF;EL4U;EL4U
1222;EUR;FWB;Lyxor EuroMTS All-Maturity Investment Grade DR UCITS ETF;MTX1;LYQ1
1223;EUR;FWB;Boost US S&P500 3x Short Daily ETP;US9S;US9S
1224;EUR;FWB;ETFS 3x Daily Long DAX 30;GY3L;GY3L
1225;EUR;FWB;Lyxor MSCI Korea UCITS ETF;KRW;LKOR
1226;EUR;FWB;Amundi Index Solutions-Amundi Msci Europe Momentum Factor;MCEU;MJMT
1227;EUR;FWB;ETFS Agriculture;OD7U;OD7U
1228;EUR;FWB;Amundi Index Solutions-Amundi Floating Rate Euro Corporate 1-3;AFRN;FRNE
1229;EUR;FWB;HSBC MSCI EM LATIN AMERICA UCITS ETF;H4ZW;H4ZW
1230;EUR;FWB;ComStage ShortMDAX UCITS ETF;E044;E044
1231;EUR;FWB;Xtrackers II USD Emerging Markets Bond UCITS ETF;XUEM;XUEM
1232;EUR;FWB;Boost NASDAQ 100 3x Leverage Daily ETP;3QQQ;3QQQ
1233;EUR;FWB;UBS ETF - Bloomberg Barclays TIPS 10+ UCITS ETF;TIP10D;UIMB
1234;EUR;FWB;Coba ETC -2x Cocoa Daily Short;X0BE;X0BE
1235;EUR;FWB;Lyxor Inverse EUR 2-10Y Inflation Expectations UCITS ETF;LINF;EUII
1236;EUR;FWB;UBS ETF MSCI Europe UCITS ETF;UIMF;UIMF
1237;EUR;FWB;Boost Gold 3x Leverage Daily ETP;PCFP;PCFP
1238;EUR;FWB;Coba ETN 4x TECDAXF Daily Long;X00U;X00U
1239;EUR;FWB;AMUNDI PRIME JAPAN UCITS ETF DR;PR1J;PR1J
1240;EUR;FWB;Lyxor MSCI World Industrials TR UCITS ETF;INDGW;LYPF
1241;EUR;FWB;L&G DAX Daily 2x Long UCITS ETF;DEL2;DEL2
1242;EUR;FWB;ETFS Live Cattle;OD7K;OD7K
1243;EUR;FWB;Coba ETC 1x WTI Oil Daily Long;X0B1;X0B1
1244;EUR;FWB;HSBC MSCI RUSSIA CAPPED UCITS ETF $;H4ZM;H4ZM
1245;EUR;FWB;BNP Paribas Easy Energy & Metals Enhanced Roll/ETF;EMEH;EMEH
1246;EUR;FWB;Amundi Index Solutions-Amundi Msci China;CC1;18MG
1247;EUR;FWB;Boost Enhanced Energy ETC;XMWK;XMWK
1248;EUR;FWB;ComStage ETF MSCI Europe TRN UCITS ETF;X011;X011
1249;EUR;FWB;iShares STOXX Europe 600 Real Estate UCITS ETF DE;EXI5;EXI5
1250;EUR;FWB;Coba ETC 3x Natural Gas Daily Long;X0D5;X0D5
1251;EUR;FWB;Boost Emerging Markets 3x Short Daily ETP;3E3S;3E3S
1252;EUR;FWB;WisdomTree Japan Equity UCITS ETF;WTIF;WTIF
1253;EUR;FWB;Coba ETC -1x Silver Daily Short;X007;X007
1254;EUR;FWB;ComStage ETF ATX UCITS ETF;C031;C031
1255;EUR;FWB;Lyxor MSCI Canada UCITS ETF;LYPT;LYPT
1256;EUR;FWB;ETFS Wheat;OD7S;OD7S
1257;EUR;FWB;Xtrackers MSCI Europe Mid Cap UCITS ETF;DX2I;DX2I
1258;EUR;FWB;Lyxor EURO STOXX 50 DR UCITS ETF;MSE;LYSX
1259;EUR;FWB;Xtrackers MSCI USA Consumer Staples UCITS ETF;XUCS;XUCS
1260;EUR;FWB;Xtrackers MSCI World Value UCITS ETF;XDEV;XDEV
1261;EUR;FWB;Lyxor EuroMTS Highest Rated Macro-Weighted Govt Bond DR UCITS ETF;MAA;LYXA
1262;EUR;FWB;Xtrackers MSCI AC World UCITS ETF;XMAW;XMAW
1263;EUR;FWB;Xtrackers Brent Crude Oil Optimum Yield EUR Hedged ETC;XETC;XETC
1264;EUR;FWB;Coba ETN 2x HSCEIF Daily Long;X0CB;X0CB
1265;EUR;FWB;Amundi S&P 500 UCITS ETF;500H;H1D5
1266;EUR;FWB;ETFS Cotton;OD7E;OD7E
1267;EUR;FWB;Amundi ETF Euro Inflation UCITS ETF;CI3;18MU
1268;EUR;FWB;ETFS Physical Platinum;VZLA;VZLA
1269;EUR;FWB;Lyxor Commodities Thomson Reuters/CoreCommodity CRB EX-Agriculture TR UCITS ETF;CAMX;CAMX
1270;EUR;FWB;ComStage ETF iBoxx Sovereigns Germany Capped 10+ TR UCITS ETF;8523;8523
1271;EUR;FWB;Lyxor Hong Kong HSI UCITS ETF;HSI;LHKG
1272;EUR;FWB;Coba ETC 3x Copper Daily Long;X0DB;X0DB
1273;EUR;FWB;UBS ETF - MSCI EMU Socially Responsible UCITS ETF;UIMR;UIMR
1274;EUR;FWB;Coba ETN -4x HSIF Daily Short;X00X;X00X
1275;EUR;FWB;Xtrackers ESG MSCI World UCITS ETF;XZW0;XZW0
1276;EUR;FWB;HSBC Economic Scale Worldwide Equity UCITS ETF;H41I;H41I
1277;EUR;FWB;iShares STOXX Europe 600 Construction & Materials UCITS ETF DE;EXV8;EXV8
1278;EUR;FWB;iShares eb.rexx Government Germany 10.5yr UCITS ETF DE;EXX6;EXX6
1279;EUR;FWB;Lyxor STOXX Europe 600 Telecommunications UCITS ETF;TEL;LTCM
1280;EUR;FWB;Boost WTI Oil 3x Leverage Daily ETP;O1LL;O1LL
1281;EUR;FWB;ComStage ETF STOXX Europe 600 Oil & Gas NR UCITS ETF;C072;C072
1282;EUR;FWB;Xtrackers II Eurozone Government Bond 3-5 UCITS ETF;X03C;X03C
1283;EUR;FWB;Coba ETN -1x SPXF Daily Short;X04K;X04K
1284;EUR;FWB;UBS ETF-MSCI Pacific Socially Responsible UCITS ETF;UIMT;UIMT
1285;EUR;FWB;ETFS 5x Long JPY Short EUR;EJP51;EJP5
1286;EUR;FWB;Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF;XYLD;XYLD
1287;EUR;FWB;Xtrackers Germany Mittelstand & MidCap UCITS ETF;XDGM;XDGM
1288;EUR;FWB;Xtrackers CSI300 Swap UCITS ETF;XCHA;XCHA
1289;EUR;FWB;ComStage Vermoegensstrategie Defensiv UCITS ETF;F702;F702
1290;EUR;FWB;Vanguard FTSE 250 UCITS ETF;VMID;VMID
1291;EUR;FWB;Coba ETN -1x DJIAF Daily Short;X04G;X04G
1292;EUR;FWB;Amundi Floating Rate USD Corporate UCITS ETF;AFLE;FRNH
1293;EUR;FWB;iShares STOXX Europe 600 UCITS ETF DE;EXSA;EXSA
1294;EUR;FWB;Coba ETN -3x HSCEIF Daily Short;X0C0;X0C0
1295;EUR;FWB;ETFS 3x Daily Short DAX 30;GY3S;GY3S
1296;EUR;FWB;UBS ETF-Factor MSCI EMU Low Volatility UCITS ETF;UIMY;UIMY
1297;EUR;FWB;UBS Irl ETF plc - Factor MSCI USA Low Volatility UCITS ETF;ULOVE;UBUV
1298;EUR;FWB;ETFS 5x Long CHF Short EUR;5CH3;5CH3
1299;EUR;FWB;ComStage ETF STOXX Europe 600 Utilities NR UCITS ETF;C079;C079
1300;EUR;FWB;Xtrackers MSCI USA Financials UCITS ETF;XUFN;XUFN
1301;EUR;FWB;ETFS Longer Dated Petroleum;9GAH;9GAH
1302;EUR;FWB;Xtrackers Spain UCITS ETF;DXIBX;XESP
1303;EUR;FWB;iShares Diversified Commodity Swap UCITS ETF DE;EXXY;EXXY
1304;EUR;FWB;Amundi Index Equity Global Low Carbon UCITS ETF DR;LWCR;LWCR
1305;EUR;FWB;Collateralized ETC on RICI Enhanced INDUSTRIAL METALS TR Index;BNQV;BNQV
1306;EUR;FWB;Coba ETN 1x HSCEIF Daily Long;X0CA;X0CA
1307;EUR;FWB;WisdomTree US Equity Income UCITS ETF;WTEU;WTEU
1308;EUR;FWB;UBS Irl ETF plc - S&P 500 UCITS ETF;UEQ7;UEQ7
1309;EUR;FWB;Wisdomtree Enhanced Commodity UCITS ETF;WTIC;WTIC
1310;EUR;FWB;Xtrackers II Global Inflation-Linked Bond UCITS ETF;XGII;XGII
1311;EUR;FWB;ETFS Ex-Energy;OD7X;OD7X
1312;EUR;FWB;Xtrackers Euro Stoxx 50 ex Financials UCITS ETF;XD5F;XD5F
1313;EUR;FWB;BNP Paribas Lead ETC;B4NU;B4NU
1314;EUR;FWB;ETFS 2X Daily Long Silver;4RUE;4RUE
1315;EUR;FWB;ETFS Energy;OD7W;OD7W
1316;EUR;FWB;Xtrackers II iBoxx Germany Covered Bond Swap UCITS ETF;DXSW;DXSW
1317;EUR;FWB;Deka EURO STOXX Select Dividend 30 UCITS ETF;EL4G;EL4G
1318;EUR;FWB;Lyxor Privex UCITS ETF;PVXT;LPVX
1319;EUR;FWB;Boost WTI Oil 1x Short Daily ETP;OI1S;OI1S
1320;EUR;FWB;Boost Natural Gas ETC;0LJF;0LJF
1321;EUR;FWB;Coba ETC -1x WTI Oil Daily Short;X0B5;X0B5
1322;EUR;FWB;Xtrackers MSCI EM Latin America Swap UCITS ETF;DBX3;DBX3
1323;EUR;FWB;Vanguard FTSE Developed Europe UCITS ETF;VEUR;VGEU
1324;EUR;FWB;Amundi MSCI USA Minimum Volatility Factor UCITS ETF;MIVU;MIVU
1325;EUR;FWB;Coba ETN 3x DJIAF Daily Long;X0DH;X0DH
1326;EUR;FWB;Natural Gas ETC von BNPP;BNQ9;BNQ9
1327;EUR;FWB;AMUNDI PRIME USA UCITS ETF DR;PR1U;PR1U
1328;EUR;FWB;Lyxor EuroMTS Covered Bond Aggregate UCITS ETF;ECB;LCVB
1329;EUR;FWB;Vanguard Euro Stoxx 50 UCITS ETF;VX5E;VX5E
1330;EUR;FWB;Collateralized ETC on RICI Enhanced ENERGY TR Index;BNQU;BNQU
1331;EUR;FWB;WisdomTree Emerging Markets SmallCap Dividend UCITS ETF;WTED;WTED
1332;EUR;FWB;Lyxor China Enterprise HSCEI UCITS ETF;ASI;LCHI
1333;EUR;FWB;Coba ETC 4x Brent Oil Daily Long;X0D2;X0D2
1334;EUR;FWB;UBS ETF - MSCI USA Socially Responsible UCITS ETF;UIMP;UIMP
1335;EUR;FWB;Lyxor Core iBoxx USD Treasuries 7-10Y DR UCITS ETF;LYX7;LYX7
1336;EUR;FWB;ComStage 1 TecDAX UCITS ETF;E908;E908
1337;EUR;FWB;Coba ETN 4x DAXF Daily Long;X00D;X00D
1338;EUR;FWB;Amundi Index MSCI Emerging Markets UCITS ETF DR;AEMD;AEMD
1339;EUR;FWB;Lyxor German Mid-Cap MDAX UCITS ETF;MD4X;MD4X
1340;EUR;FWB;ETFS 2X Daily Long Agriculture;4RTR;4RTR
1341;EUR;FWB;Xtrackers Stoxx Global Select Dividend 100 Swap UCITS ETF;DXSB;DXSB
1342;EUR;FWB;Boost Emerging Markets 3x Leverage Daily ETP;3E3M;3E3M
1343;EUR;FWB;iShares EURO STOXX Banks 30-15 UCITS ETF DE;EXX1;EXX1
1344;EUR;FWB;AMUNDI INDEX BARCLAYS GLOBAL AGG 500M UCITS ETF DR;10AM;10AM
1345;EUR;FWB;Coba ETN -15x BUNDF Daily Short;X0CW;X0CW
1346;EUR;FWB;Amundi ETF Euro Corporates UCITS ETF;CC4.OLD;TCC4.OLD
1347;EUR;FWB;Coba ETC 3x WTI Oil Daily Long;X0B3;X0B3
1348;EUR;FWB;ETFS Long AUD Short EUR;XBJJ;XBJJ
1349;USD;LSE;Wisdomtree US Multifactor UCITS ETF;USMF;USMF
1350;GBP;LSE;Lyxor EuroMTS Inflation Linked Investment Grade DR UCITS ETF;MTIX;MTIX
1351;GBP;LSE;UBS Irl ETF Plc - Factor MSCI USA Prime Value UCITS ETF;UPVLH;UPVL
1352;USD;LSE;Xtrackers Morningstar Global Quality Dividend UCITS ETF;XMGD;XMGD
1353;USD;LSE;Amundi Japan Topix UCITS ETF;TPHU;TPHU
1354;EUR;LSE;Xetra-Gold;4GLD;OGLD
1355;GBP;LSE;Lyxor EURO STOXX 50 DR UCITS ETF;MSEX;MSEX
1356;GBP;LSE;Boost US S&P 500 3x Leverage daily ETP;3LUS;3LUS
1357;GBP;LSE;HSBC MSCI INDONESIA UCITS ETF;HIDR;HIDR
1358;USD;LSE;Direxion Daily Retail Bull 3X Shares;0I9M;0I9M
