Market:;XETR
Date Last Update:;18.04.2019
Market Segment Status;Instrument Status;instrument;ISIN;Product ID;Instrument ID;WKN;Mnemonic;MIC Code;CCP eligible Code;Trading Model Type;Product Assignment Group;Product Assignment Group Description;Designated Sponsor Member ID;Designated Sponsor;Price Range Value;Price Range Percentage;Minimum Quote Size;Instrument Type;Tick Size 1;Upper Price Limit Max;Tick Size 2;Upper Price Limit 2;Tick Size 3;Upper Price Limit 3;Tick Size 4;Upper Price Limit 4;Tick Size 5;Upper Price Limit 5;Tick Size 6;Upper Price Limit 6;Tick Size 7;Upper Price Limit 7;Tick Size 8;Upper Price Limit 8;Tick Size 9;Upper Price Limit 9;Tick Size 10;Upper Price Limit 10;Tick Size 11;Upper Price Limit 11;Tick Size 12;Upper Price Limit 12;Tick Size 13;Upper Price Limit 13;Tick Size 14;Upper Price Limit 14;Tick Size 15;Upper Price Limit 15;Tick Size 16;Upper Price Limit 16;Tick Size 17;Upper Price Limit 17;Tick Size 18;Upper Price Limit 18;Tick Size 19;Upper Price Limit 19;Tick Size 20;Upper Price Limit 20;Number of Decimal Digits;Unit of Quotation;Market Segment;Market Segment Supplement;Clearing Location;Primary Market MIC Code;Reporting Market;Settlement Period;Settlement Currency;Closed Book Indicator;Market Imbalance Indicator;CUM/EX Indicator;Minimum Iceberg Total Volume;Minimum Iceberg Display Volume;EMDI Incremental A - Unnetted;EMDI Incremental A - Unnetted Port;EMDI Incremental B - Unnetted;EMDI Incremental B - Unnetted Port;EMDI Snapshot A - Unnetted;EMDI Snapshot A - Unnetted Port;EMDI Snapshot B - Unnetted;EMDI Snapshot B - Unnetted Port;EMDI Market Depth - Unnetted;EMDI Snapshot Recovery Time Interval - Unnetted;EMDI Address A - Netted;EMDI Port A - Netted;EMDI Address B - Netted;EMDI Port B - Netted;EMDI Market Depth - Netted;EMDI Market Depth Time Interval - Netted;EMDI Recovery Time Interval - Netted;EOBI Incremental A;EOBI Incremental Port A;EOBI Incremental B;EOBI Incremental Port B;EOBI Snapshot A;EOBI Snapshot Port A;EOBI Snapshot B;EOBI Snapshot Port B;Market Maker Member ID;Market Maker;Regulatory Liquid Instrument;Pre-trade LIS Value;BEST eligible;Partition ID;Multi CCP-eligible;Tick Size Band;Security Sub Type;Issuer Mnemonic;Issue Date;Underlying;Maturity Date;Flat Indicator;Coupon Rate;Previous Coupon Payment Date;Next Coupon Payment Date;Pool Factor;Indexation Coefficient;Accrued Interest Calculation Method;Country Of Issue;Minimum Tradable Unit;In-Subscription;Strike Price
active;active;ISHSIII-MSCI EM USD(ACC);IE00B4L5YC18;53561;2505654;000A0RPWJ;EUNM;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;GOHLO#SISDB#CBKFR#NEDAM#OPXAM#BNAPA#;GOLDENBERG HEHMEYER LLP#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#FLOW TRADERS B.V.#OPTIVER V.O.F.#BNP PARIBAS ARBITRAGE SNC#;;3;3300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.147;59001;224.0.162.147;59001;224.0.160.146;59000;224.0.162.146;59000;MSTDU;FINOVESTA GMBH;Y;1000000.00000000;N;58;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSIII-C.MSCI JP.IMI DLA;IE00B4L5YX21;53562;2505655;000A0RPWL;EUNN;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#CBKFR#SISZI#INMAM#;OPTIVER V.O.F.#COMMERZBANK AG#SUSQUEHANNA INTERNATIONAL SECURITIES#IMC TRADING B.V.#;;2;2900;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU#SCOAM;FINOVESTA GMBH#ORA TRADERS B.V.;Y;1000000.00000000;N;59;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSIII-EO C.B.EX-F.EODIS;IE00B4L5ZG21;53564;2505657;000A0RPWN;EUNR;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;GOHLO#SOGFR#SISDB#CBKFR#NEDAM#;GOLDENBERG HEHMEYER LLP#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#FLOW TRADERS B.V.#;;1.5;900;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSIII-EO CBX-F1-5YR EOD;IE00B4L5ZY03;53565;2505658;000A0RPWP;EUNS;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;GOHLO#SOGFR#SISDB#CBKFR#NEDAM#;GOLDENBERG HEHMEYER LLP#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#FLOW TRADERS B.V.#;;1.5;1000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;Y;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSIII-EO C.BD 1-5YR EOD;IE00B4L60045;53566;2505659;000A0RPWQ;EUNT;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;GOHLO#SOGFR#SISDB#CBKFR#NEDAM#;GOLDENBERG HEHMEYER LLP#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#FLOW TRADERS B.V.#;;1.5;1000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;Y;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSV-S+P500IND.SECT.DL A;IE00B4LN9N13;53560;2505653;000A142N0;2B7C;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#CBKFR#NEDAM#SISZI#;OPTIVER V.O.F.#COMMERZBANK AG#FLOW TRADERS B.V.#SUSQUEHANNA INTERNATIONAL SECURITIES#;;3;9600;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSV-MSCI POLAND DL ACC;IE00B4M7GH52;53569;2505662;000A1H5UP;IBCJ;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;GOHLO#SISDB#CBKFR#NEDAM#;GOLDENBERG HEHMEYER LLP#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#FLOW TRADERS B.V.#;;3;5300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;Y;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSV-S+P500C.D.SECT.DL A;IE00B4MCHD36;53567;2505660;000A142NV;QDVK;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#CBKFR#NEDAM#SISZI#;OPTIVER V.O.F.#COMMERZBANK AG#FLOW TRADERS B.V.#SUSQUEHANNA INTERNATIONAL SECURITIES#;;1.5;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSV-S+P500MAT.SECT.DL A;IE00B4MKCJ84;53568;2505661;000A142N2;2B7B;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#CBKFR#NEDAM#;OPTIVER V.O.F.#COMMERZBANK AG#FLOW TRADERS B.V.#;;3;10000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSII-DLHY CORP BD DLDIS;IE00B4PY7Y77;53570;2505663;000A1H5UN;IS0R;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;GOHLO#SOGFR#SISDB#CBKFR#NEDAM#;GOLDENBERG HEHMEYER LLP#SOCIETE GENERALE S.A. FRANKFURT#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#FLOW TRADERS B.V.#;;3;1100;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;Y;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSIII-MSCI P.EX-J.DLDIS;IE00B4WXJD03;53571;2505664;000A0RL8Z;EUNJ;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#SISDB#CBKFR#;OPTIVER V.O.F.#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#;;2;2500;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSIII-EO GB.5-7YR EODIS;IE00B4WXJG34;53572;2505665;000A0RL81;EUN9;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#NEDAM#;COMMERZBANK AG#FLOW TRADERS B.V.#;;1;700;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSIII-EO GB.10-15YR EOD;IE00B4WXJH41;53573;2505666;000A0RL82;EUN8;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#NEDAM#;COMMERZBANK AG#FLOW TRADERS B.V.#;;1;600;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;N;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSIII-C.EO GOV. B.EODIS;IE00B4WXJJ64;53574;2505667;000A0RL83;EUNH;XETR;Y;Continuous;FONA;EXCHANGE TRADED FUNDS - RENTEN;CBKFR#NEDAM#;COMMERZBANK AG#FLOW TRADERS B.V.#;;1;800;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.145;59001;224.0.162.145;59001;224.0.160.144;59000;224.0.162.144;59000;;;Y;1000000.00000000;N;57;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;SPDR S+P 400 US MID CAP;IE00B4YBJ215;53575;2505668;000A1JSHV;SPY4;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;CBKFR#;COMMERZBANK AG#;;1.5;1000;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;Y;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;UBS ETFS-CMCI C.SF LSAACC;IE00B50XJX92;53625;2505718;000A1C79U;UEQ3;XETR;Y;Continuous;FLS0;ETF - CURRENCY GBP;UBEFR#;UBS Europe SE#;;3;600;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BOCCP;XETR;XETA;2;GBP;1;1;;8669.00000000;1.00000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.141;59001;224.0.162.141;59001;224.0.160.140;59000;224.0.162.140;59000;;;N;866900.00000000;N;55;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSVII-NIKKEI 225 YN ACC;IE00B52MJD48;53626;2505719;000A0YEDQ;SXRZ;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#CBKFR#NEDAM#INMAM#;OPTIVER V.O.F.#COMMERZBANK AG#FLOW TRADERS B.V.#IMC TRADING B.V.#;;3;800;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSVII-C.MSCI P.XJPDLACC;IE00B52MJY50;53627;2505720;000A0YEDR;SXR1;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#SISDB#CBKFR#;OPTIVER V.O.F.#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#;;3;400;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;Y;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSVII-MSCI CANADA DLACC;IE00B52SF786;53629;2505722;000A0YEDS;SXR2;XETR;Y;Continuous;FON1;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#CBKFR#SISZI#;OPTIVER V.O.F.#COMMERZBANK AG#SUSQUEHANNA INTERNATIONAL SECURITIES#;;3;700;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;Y;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSVII-MSCI USA DL ACC;IE00B52SFT06;53628;2505721;000A0YEDU;SXR4;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#SISDB#CBKFR#NEDAM#INMAM#;OPTIVER V.O.F.#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#FLOW TRADERS B.V.#IMC TRADING B.V.#;;1.5;300;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0001;2;0.0001;5;0.0002;10;0.0005;20;0.001;50;0.002;100;0.005;200;0.01;500;0.02;1000;0.05;2000;0.1;5000;0.2;10000;0.5;20000;1;50000;2;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;MSTDU;FINOVESTA GMBH;N;1000000.00000000;N;59;Y;XETRA_LB8;;;;;;;;;;;;;;;;
active;active;ISHSII-MSCI EUR.SRI EOACC;IE00B52VJ196;53630;2505723;000A1H7ZS;IUSK;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;INMAM#CBKFR#;IMC TRADING B.V.#COMMERZBANK AG#;;1.5;2400;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.147;59001;224.0.162.147;59001;224.0.160.146;59000;224.0.162.146;59000;;;N;1000000.00000000;N;58;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSIII-MSCI S.AFR.DLACC;IE00B52XQP83;53631;2505724;000A0YJ8Y;IBC4;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;GOHLO#SISDB#CBKFR#NEDAM#;GOLDENBERG HEHMEYER LLP#SUSQUEHANNA INTERNATIONAL SECURITIES#COMMERZBANK AG#FLOW TRADERS B.V.#;;1.5;3400;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
active;active;ISHSIII-MSCI AUSTR.DLACC;IE00B5377D42;53639;2505732;000A0YJ80;IBC6;XETR;Y;Continuous;FON0;EXCHANGE TRADED FUNDS - PASSIV;OPXAM#CBKFR#;OPTIVER V.O.F.#COMMERZBANK AG#;;1.5;3200;ETF;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0001;1;0.0002;2;0.0005;5;0.001;10;0.002;20;0.005;50;0.01;100;0.02;200;0.05;500;0.1;1000;0.2;2000;0.5;5000;1;10000;2;20000;5;50000;10;9999999999.9999;;;4;Shares;046;DEL;BUBON;XLON;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.5;59001;224.0.162.5;59001;224.0.160.4;59000;224.0.162.4;59000;10;120000;224.0.161.18;59000;224.0.163.18;59000;10;500;7500;224.0.160.149;59001;224.0.162.149;59001;224.0.160.148;59000;224.0.162.148;59000;;;N;1000000.00000000;N;59;Y;ESMA_LB6;;;;;;;;;;;;;;;;
