Market:;XETR
Date Last Update:;18.04.2019
Market Segment Status;Instrument Status;instrument;ISIN;Product ID;Instrument ID;WKN;Mnemonic;MIC Code;CCP eligible Code;Trading Model Type;Product Assignment Group;Product Assignment Group Description;Designated Sponsor Member ID;Designated Sponsor;Price Range Value;Price Range Percentage;Minimum Quote Size;Instrument Type;Tick Size 1;Upper Price Limit Max;Tick Size 2;Upper Price Limit 2;Tick Size 3;Upper Price Limit 3;Tick Size 4;Upper Price Limit 4;Tick Size 5;Upper Price Limit 5;Tick Size 6;Upper Price Limit 6;Tick Size 7;Upper Price Limit 7;Tick Size 8;Upper Price Limit 8;Tick Size 9;Upper Price Limit 9;Tick Size 10;Upper Price Limit 10;Tick Size 11;Upper Price Limit 11;Tick Size 12;Upper Price Limit 12;Tick Size 13;Upper Price Limit 13;Tick Size 14;Upper Price Limit 14;Tick Size 15;Upper Price Limit 15;Tick Size 16;Upper Price Limit 16;Tick Size 17;Upper Price Limit 17;Tick Size 18;Upper Price Limit 18;Tick Size 19;Upper Price Limit 19;Tick Size 20;Upper Price Limit 20;Number of Decimal Digits;Unit of Quotation;Market Segment;Market Segment Supplement;Clearing Location;Primary Market MIC Code;Reporting Market;Settlement Period;Settlement Currency;Closed Book Indicator;Market Imbalance Indicator;CUM/EX Indicator;Minimum Iceberg Total Volume;Minimum Iceberg Display Volume;EMDI Incremental A - Unnetted;EMDI Incremental A - Unnetted Port;EMDI Incremental B - Unnetted;EMDI Incremental B - Unnetted Port;EMDI Snapshot A - Unnetted;EMDI Snapshot A - Unnetted Port;EMDI Snapshot B - Unnetted;EMDI Snapshot B - Unnetted Port;EMDI Market Depth - Unnetted;EMDI Snapshot Recovery Time Interval - Unnetted;EMDI Address A - Netted;EMDI Port A - Netted;EMDI Address B - Netted;EMDI Port B - Netted;EMDI Market Depth - Netted;EMDI Market Depth Time Interval - Netted;EMDI Recovery Time Interval - Netted;EOBI Incremental A;EOBI Incremental Port A;EOBI Incremental B;EOBI Incremental Port B;EOBI Snapshot A;EOBI Snapshot Port A;EOBI Snapshot B;EOBI Snapshot Port B;Market Maker Member ID;Market Maker;Regulatory Liquid Instrument;Pre-trade LIS Value;BEST eligible;Partition ID;Multi CCP-eligible;Tick Size Band;Security Sub Type;Issuer Mnemonic;Issue Date;Underlying;Maturity Date;Flat Indicator;Coupon Rate;Previous Coupon Payment Date;Next Coupon Payment Date;Pool Factor;Indexation Coefficient;Accrued Interest Calculation Method;Country Of Issue;Minimum Tradable Unit;In-Subscription;Strike Price
active;active;VERBUND AG       INH. A;AT0000746409;52105;2504176;000877738;OEWA;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;2.5;500;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;300000.00000000;N;57;Y;ESMA_LB4;;;;;;;;;;;;;;;;
active;active;SANOCHEM. PHARMAZEUTIKA;AT0000776307;77177;3490681;000919963;SAC;XETR;Y;Continuous;AST0;OESTERREICH;ACAMU#;ACON ACTIENBANK AG#;;10;2000;CS;0.0005;0.1;0.001;0.2;0.002;0.5;0.005;1;0.01;2;0.02;5;0.05;10;0.1;20;0.2;50;0.5;100;1;200;2;500;5;1000;10;2000;20;5000;50;10000;100;20000;200;50000;500;9999999999.9999;;;4;Shares;054;;BOCCP;XFRA;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.1;59001;224.0.162.1;59001;224.0.160.0;59000;224.0.162.0;59000;10;120000;224.0.161.16;59000;224.0.163.16;59000;10;500;7500;224.0.160.129;59001;224.0.162.129;59001;224.0.160.128;59000;224.0.162.128;59000;;;N;30000.00000000;N;59;Y;ESMA_LB1;;;;;;;;;;;;;;;;
active;active;FABASOFT AG;AT0000785407;52107;2504178;000922985;FAA;XETR;Y;Continuous;AST0;OESTERREICH;SEYFR#;ODDO SEYDLER BANK AG#;;4;900;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;CITDB;Citadel Securities GCS (Ireland) Limited;N;60000.00000000;N;57;Y;ESMA_LB2;;;;;;;;;;;;;;;;
active;active;DO + CO AG;AT0000818802;52109;2504180;000915210;DOQ;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;4;200;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;200000.00000000;N;57;Y;ESMA_LB3;;;;;;;;;;;;;;;;
active;active;UNIQA INSURANCE GROUP AG;AT0000821103;52111;2504182;000928900;UN9;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;4;1700;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;200000.00000000;N;57;Y;ESMA_LB4;;;;;;;;;;;;;;;;
active;active;WARIMPEX FIN.U.BETEIL. AG;AT0000827209;52112;2504183;000A0LGV4;WFS;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;10;2000;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;N;30000.00000000;N;57;Y;ESMA_LB2;;;;;;;;;;;;;;;;
active;active;WIENERBERGER;AT0000831706;52113;2504184;000852894;WIB;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;2.5;1100;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;300000.00000000;N;57;Y;ESMA_LB4;;;;;;;;;;;;;;;;
active;active;ZUMTOBEL GROUP AG INH. A;AT0000837307;52115;2504186;000A0JLPR;T9Z;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;0.32;;2000;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;200000.00000000;N;57;Y;ESMA_LB3;;;;;;;;;;;;;;;;
active;active;VIENNA INSURANCE GRP INH.;AT0000908504;52116;2504187;000A0ET17;WSV2;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;2.5;900;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;300000.00000000;N;57;Y;ESMA_LB3;;;;;;;;;;;;;;;;
active;active;ROSENBAUER INTL;AT0000922554;52117;2504188;000892502;ROI;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;4;400;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;N;60000.00000000;N;57;Y;ESMA_LB2;;;;;;;;;;;;;;;;
active;active;VOESTALPINE AG;AT0000937503;52118;2504189;000897200;VAS;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;2.5;700;CS;0.0001;0.1;0.0001;0.2;0.0001;0.5;0.0002;1;0.0005;2;0.001;5;0.002;10;0.005;20;0.01;50;0.02;100;0.05;200;0.1;500;0.2;1000;0.5;2000;1;5000;2;10000;5;20000;10;50000;20;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;400000.00000000;N;57;Y;ESMA_LB5;;;;;;;;;;;;;;;;
active;active;SCHOELLER-BLECKMANN OILF.;AT0000946652;52119;2504190;000907391;SLL;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#;RAIFFEISEN CENTROBANK AG#;;4;200;CS;0.0001;0.1;0.0002;0.2;0.0005;0.5;0.001;1;0.002;2;0.005;5;0.01;10;0.02;20;0.05;50;0.1;100;0.2;200;0.5;500;1;1000;2;2000;5;5000;10;10000;20;20000;50;50000;100;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;300000.00000000;N;57;Y;ESMA_LB3;;;;;;;;;;;;;;;;
active;active;AT+S AUSTR.T.+SYSTEMT.;AT0000969985;52120;2504191;000922230;AUS;XETR;Y;Continuous;AST0;OESTERREICH;CENWI#HAUZI#TUBDU#;RAIFFEISEN CENTROBANK AG#HAUCK & AUFHAEUSER PRIVATBANKIERS AG#HSBC TRINKAUS & BURKHARDT AG#;;4;1000;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;003;;BOCCP;XWBO;XETB;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;;;Y;200000.00000000;N;57;Y;ESMA_LB4;;;;;;;;;;;;;;;;
active;active;PETRO WELT TECHNOLOGIE.AG;AT0000A00Y78;52090;2504161;000A0JKWU;O2C;XETR;Y;Continuous;AST0;OESTERREICH;SEYFR#;ODDO SEYDLER BANK AG#;0.32;;2000;CS;0.0002;0.1;0.0005;0.2;0.001;0.5;0.002;1;0.005;2;0.01;5;0.02;10;0.05;20;0.1;50;0.2;100;0.5;200;1;500;2;1000;5;2000;10;5000;20;10000;50;20000;100;50000;200;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.13;59001;224.0.162.13;59001;224.0.160.12;59000;224.0.162.12;59000;10;120000;224.0.161.22;59000;224.0.163.22;59000;10;500;7500;224.0.160.161;59001;224.0.162.161;59001;224.0.160.160;59000;224.0.162.160;59000;CITDB;Citadel Securities GCS (Ireland) Limited;N;60000.00000000;N;57;Y;ESMA_LB2;;;;;;;;;;;;;;;;
active;active;S+T AG (Z.REG.MK.Z.)O.N.;AT0000A0E9W5;52088;2504159;000A0X9EJ;SANT;XETR;Y;Continuous;SDX1;SDAX;SEYFR#PASOS#;ODDO SEYDLER BANK AG#Pareto Securities AS#;;5;1;CS;0.0001;0.1;0.0001;0.2;0.0002;0.5;0.0005;1;0.001;2;0.002;5;0.005;10;0.01;20;0.02;50;0.05;100;0.1;200;0.2;500;0.5;1000;1;2000;2;5000;5;10000;10;20000;20;50000;50;9999999999.9999;;;4;Shares;045;;BOCCP;XFRA;XETA;2;EUR;1;1;;10000.00000000;0.01000000;224.0.160.7;59001;224.0.162.7;59001;224.0.160.6;59000;224.0.162.6;59000;10;120000;224.0.161.19;59000;224.0.163.19;59000;10;500;7500;224.0.160.151;59001;224.0.162.151;59001;224.0.160.150;59000;224.0.162.150;59000;MSTDU#HRTZI#SISDB#XTXLO#CITDB;FINOVESTA GMBH#HUDSON RIVER TRADING EUROPE LTD.#SUSQUEHANNA INTERNATIONAL SECURITIES#XTX Markets Limited#Citadel Securities GCS (Ireland) Limited;Y;300000.00000000;N;55;Y;ESMA_LB4;;;;;;;;;;;;;;;;
